CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,HBondDonorCount,HBondAcceptorCount,Synonym
493486,"6-(4-hexylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C23H28N2O5,412.5,2,5,"['Cf1742', 'CHEMBL147862', '6-(4-Hexyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-hexylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493488,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-octylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C25H32N2O5,440.5,2,5,"['Cf1711', 'CHEMBL147046', 'SCHEMBL7002821', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-octylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Octyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one']"
493484,"6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H24N2O5,384.4,2,5,"['Cf1744', 'CHEMBL146212', '6-(4-Butyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
11438492,"5-bromo-1-[(1S,2S,4S,5R)-4-hydroxy-5-(hydroxymethyl)-2-bicyclo[3.1.0]hexanyl]pyrimidine-2,4-dione",C1[C@@H]([C@H]2C[C@]2([C@H]1O)CO)N3C=C(C(=O)NC3=O)Br,C11H13BrN2O4,317.14,3,4,"['CHEMBL413063', 'BDBM50135087', '(1S,2S,4S,5R)-5-Bromo-1-[4-hydroxy-5-(hydroxymethyl)-bicyclo[3.1.0]hex-2-yl]-1,3-dihydropyrimidine-2,4-dione', '5-Bromo-1-((1R,3S,4S,6S)-4-hydroxy-5-hydroxymethyl-bicyclo[3.1.0]hex-2-yl)-1H-pyrimidine-2,4-dione', '5-Bromo-1-((1S,2S,4S,5R)-4-hydroxy-5-hydroxymethyl-bicyclo[3.1.0]hex-2-yl)-1H-pyrimidine-2,4-dione']"
9979184,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)thieno[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3S2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O4S,414.5,2,5,['CHEMBL3142404']
90662946,"6-(4-heptylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]thieno[2,3-d]pyrimidin-2-one",CCCCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3S2)[C@H]4C[C@@H]([C@H](O4)CO)O,C24H30N2O4S,442.6,2,5,['CHEMBL3142397']
90662952,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-octylphenyl)thieno[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3S2)[C@H]4C[C@@H]([C@H](O4)CO)O,C25H32N2O4S,456.6,2,5,['CHEMBL3142405']
90662949,"6-(4-ethylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]thieno[2,3-d]pyrimidin-2-one",CCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3S2)[C@H]4C[C@@H]([C@H](O4)CO)O,C19H20N2O4S,372.4,2,5,['CHEMBL3142400']
493476,"6-(9-fluorononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",C1[C@@H]([C@H](O[C@H]1N2C=C3C=C(OC3=NC2=O)CCCCCCCCCF)CO)O,C20H29FN2O5,396.5,2,6,"['Cf1656', 'CHEMBL3143179', '6-(9-Fluoro-nonyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(9-fluorononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493476,"6-(9-fluorononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",C1[C@@H]([C@H](O[C@H]1N2C=C3C=C(OC3=NC2=O)CCCCCCCCCF)CO)O,C20H29FN2O5,396.5,2,6,"['Cf1656', 'CHEMBL3143179', '6-(9-Fluoro-nonyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(9-fluorononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
470132,"1-[(3S,4R,5S)-4,5-bis(hydroxymethyl)oxolan-3-yl]-5-methylpyrimidine-2,4-dione",CC1=CN(C(=O)NC1=O)[C@@H]2CO[C@@H]([C@H]2CO)CO,C11H16N2O5,256.25,3,5,"['NSC695831', '1-[(3S,4R,5S)-4,5-bis(hydroxymethyl)tetrahydrofuran-3-yl]-5-methyl-pyrimidine-2,4-dione', 'CHEMBL607967', '[3S-(3.alpha.,4.beta.,5.alpha.)]-5-Methyl-1-[tetrahydro-4,5-bis(hydroxymethyl)-3-furanyl]-2,4(1H,3H)-pyrimidinedione', '5-Methyl-1-[(3R,4R,5R)-tetrahydro-4,5-bis(hydroxymethyl)-3-furanyl]-2,4-(1H,3H)-pyrimidinedione']"
25257679,"5-benzyl-4-(cyclohexylmethoxy)-5-ethyloxathiole 2,2-dioxide",CCC1(C(=CS(=O)(=O)O1)OCC2CCCCC2)CC3=CC=CC=C3,C19H26O4S,350.5,0,4,"['CHEMBL456016', '5-benzyl-4-(cyclohexylmethoxy)-5-ethyl-oxathiole 2,2-dioxide', '(+-)-5-Benzyl-4-cyclohexylmethoxy-5-ethyl-5H-1,2-oxathiole-2,2-dioxide']"
25257681,"5-benzyl-5-ethyl-4-(4-phenylbutoxy)oxathiole 2,2-dioxide",CCC1(C(=CS(=O)(=O)O1)OCCCCC2=CC=CC=C2)CC3=CC=CC=C3,C22H26O4S,386.5,0,4,"['CHEMBL460199', '5-benzyl-5-ethyl-4-(4-phenylbutoxy)oxathiole 2,2-dioxide', ""(+-)-5-Benzyl-5-ethyl-4-(4'-phenylbutoxy)-5H-1,2-oxathiole-2,2-dioxide""]"
135508841,methyl (2S)-2-[[2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethoxy-phenoxyphosphoryl]amino]propanoate,C[C@@H](C(=O)OC)NP(=O)(OCCOCN1C=NC2=C1N=C(NC2=O)N)OC3=CC=CC=C3,C18H23N6O7P,466.4,3,10,"['methyl (2S)-2-[[2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethoxy-phenoxy-phosphoryl]amino]propanoate', 'CHEMBL479064', 'SCHEMBL12468688', 'DTXSID801102099', ""Acyclovir-5'-(L-phenyl methoxy alaninyl) phosphate"", '(S)-2-{[2-(2-Amino-6-oxo-1,6-dihydro-purin-9-ylmethoxy)-ethoxy]-phenoxy-phosphorylamino}-propionic acid methyl ester', '273928-30-6', '5,8-Dioxa-3-aza-4-phosphanonanoic acid, 9-(2-amino-1,6-dihydro-6-oxo-9H-purin-9-yl)-2-methyl-4-phenoxy-, methyl ester, 4-oxide, (2S)-', 'Methyl N-[{2-[(2-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)methoxy]ethoxy}(phenoxy)phosphoryl]-L-alaninate']"
15986890,[(Z)-5-(6-aminopurin-9-yl)pent-3-enyl]-(3-hexadecoxypropoxy)phosphinic acid,CCCCCCCCCCCCCCCCOCCCOP(=O)(CC/C=C\CN1C=NC2=C(N=CN=C21)N)O,C29H52N5O4P,565.7,2,8,"['HDP-PPen-A', 'CHEMBL223639', 'SCHEMBL11303981', '[(Z)-5-(6-aminopurin-9-yl)pent-3-enyl]-(3-hexadecoxypropoxy)phosphinic acid', 'Phosphonic acid, [(3Z)-5-(6-amino-9H-purin-9-yl)-3-pentenyl]-, mono[3-(hexadecyloxy)propyl] ester']"
16735489,"[(2R,3R,4S,5R)-3,4-diacetyloxy-5-[5-(2-iodoethynyl)-2,4-dioxopyrimidin-1-yl]oxolan-2-yl]methyl acetate",CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C#CI)OC(=O)C)OC(=O)C,C17H17IN2O9,520.2,1,9,['CHEMBL265415']
16735489,"[(2R,3R,4S,5R)-3,4-diacetyloxy-5-[5-(2-iodoethynyl)-2,4-dioxopyrimidin-1-yl]oxolan-2-yl]methyl acetate",CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C#CI)OC(=O)C)OC(=O)C,C17H17IN2O9,520.2,1,9,['CHEMBL265415']
16732730,"2,4-dimethoxy-6-methyl-5-phenylpyrimidine",CC1=C(C(=NC(=N1)OC)OC)C2=CC=CC=C2,C13H14N2O2,230.26,0,4,"['CHEMBL389057', '2,4-dimethoxy-6-methyl-5-phenylpyrimidine']"
16732730,"2,4-dimethoxy-6-methyl-5-phenylpyrimidine",CC1=C(C(=NC(=N1)OC)OC)C2=CC=CC=C2,C13H14N2O2,230.26,0,4,"['CHEMBL389057', '2,4-dimethoxy-6-methyl-5-phenylpyrimidine']"
16732731,"3-(2,6-dimethoxy-5-phenylpyrimidin-4-yl)-1,1,1-trifluoro-2-methylpropan-2-ol",CC(CC1=C(C(=NC(=N1)OC)OC)C2=CC=CC=C2)(C(F)(F)F)O,C16H17F3N2O3,342.31,1,8,['CHEMBL229387']
16732887,"4-[(E)-2-(4-fluorophenyl)prop-1-enyl]-2,6-dimethoxypyrimidine",C/C(=C\C1=CC(=NC(=N1)OC)OC)/C2=CC=C(C=C2)F,C15H15FN2O2,274.29,0,5,['CHEMBL376559']
136177300,"(E)-2-(2,6-dimethoxypyrimidin-4-yl)-1-(4-fluorophenyl)ethenol",COC1=NC(=NC(=C1)/C=C(\C2=CC=C(C=C2)F)/O)OC,C14H13FN2O3,276.26,1,6,['CHEMBL227094']
16732887,"4-[(E)-2-(4-fluorophenyl)prop-1-enyl]-2,6-dimethoxypyrimidine",C/C(=C\C1=CC(=NC(=N1)OC)OC)/C2=CC=C(C=C2)F,C15H15FN2O2,274.29,0,5,['CHEMBL376559']
16732731,"3-(2,6-dimethoxy-5-phenylpyrimidin-4-yl)-1,1,1-trifluoro-2-methylpropan-2-ol",CC(CC1=C(C(=NC(=N1)OC)OC)C2=CC=CC=C2)(C(F)(F)F)O,C16H17F3N2O3,342.31,1,8,['CHEMBL229387']
16756530,"6-(6-hexylpyridin-3-yl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H27N3O5,413.5,2,6,"['CHEMBL244826', 'BDBM50217804', '3-(2-deoxy-D-erythro-pentofuranosyl)-6-(2-hexylpyrid-5-yl)furo[2,3-d]pyrimidin-2(3H)-one']"
16756529,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(6-pentylpyridin-3-yl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H25N3O5,399.4,2,6,"['CHEMBL244825', 'BDBM50217797', '3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-(2-pentylpyrid-5-yl-)furo[2,3-d]pyrimidin-2(3H)-one']"
16756864,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(6-pent-1-ynylpyridin-3-yl)furo[2,3-d]pyrimidin-2-one",CCCC#CC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H21N3O5,395.4,2,6,"['CHEMBL397671', 'BDBM50217798', '3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-[2-(pent-1-yn-1-yl)-pyrid-5-yl]furo[2,3-d]pyrimidin-2(3H)-one']"
16756529,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(6-pentylpyridin-3-yl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H25N3O5,399.4,2,6,"['CHEMBL244825', 'BDBM50217797', '3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-(2-pentylpyrid-5-yl-)furo[2,3-d]pyrimidin-2(3H)-one']"
16756530,"6-(6-hexylpyridin-3-yl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H27N3O5,413.5,2,6,"['CHEMBL244826', 'BDBM50217804', '3-(2-deoxy-D-erythro-pentofuranosyl)-6-(2-hexylpyrid-5-yl)furo[2,3-d]pyrimidin-2(3H)-one']"
16756864,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(6-pent-1-ynylpyridin-3-yl)furo[2,3-d]pyrimidin-2-one",CCCC#CC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H21N3O5,395.4,2,6,"['CHEMBL397671', 'BDBM50217798', '3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-[2-(pent-1-yn-1-yl)-pyrid-5-yl]furo[2,3-d]pyrimidin-2(3H)-one']"
44427755,"6-(4-bromophenyl)-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",C1=CC=C(C=C1)COC\2=C(C(=O)O/C2=C\CN3C=C4C=C(OC4=NC3=O)C5=CC=C(C=C5)Br)OCC6=CC=CC=C6,C32H23BrN2O6,611.4,0,6,['CHEMBL397658']
44427742,"5-hepta-1,6-diynyl-1-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]pyrimidine-2,4-dione",C#CCCCC#CC1=CN(C(=O)NC1=O)C/C=C\2/C(=C(C(=O)O2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,C31H26N2O6,522.5,1,6,['CHEMBL388690']
44427756,"6-(4-methylphenyl)-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C33H26N2O6,546.6,0,6,['CHEMBL397659']
44427757,"6-(4-butylphenyl)-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C36H32N2O6,588.6,0,6,['CHEMBL397899']
44427758,"3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C37H34N2O6,602.7,0,6,['CHEMBL245206']
44427754,"3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]-6-(2-phenylethyl)furo[2,3-d]pyrimidin-2-one",C1=CC=C(C=C1)CCC2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C34H28N2O6,560.6,0,6,['CHEMBL397183']
44427749,"3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]-6-pentylfuro[2,3-d]pyrimidin-2-one",CCCCCC1=CC2=CN(C(=O)N=C2O1)C/C=C\3/C(=C(C(=O)O3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,C31H30N2O6,526.6,0,6,['CHEMBL245205']
44427750,"6-hexyl-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC2=CN(C(=O)N=C2O1)C/C=C\3/C(=C(C(=O)O3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,C32H32N2O6,540.6,0,6,['CHEMBL397657']
44427751,"6-octyl-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC2=CN(C(=O)N=C2O1)C/C=C\3/C(=C(C(=O)O3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,C34H36N2O6,568.7,0,6,['CHEMBL427872']
44427755,"6-(4-bromophenyl)-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",C1=CC=C(C=C1)COC\2=C(C(=O)O/C2=C\CN3C=C4C=C(OC4=NC3=O)C5=CC=C(C=C5)Br)OCC6=CC=CC=C6,C32H23BrN2O6,611.4,0,6,['CHEMBL397658']
44427733,"5-hex-1-ynyl-1-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]pyrimidine-2,4-dione",CCCCC#CC1=CN(C(=O)NC1=O)C/C=C\2/C(=C(C(=O)O2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,C30H28N2O6,512.6,1,6,['CHEMBL244767']
44427749,"3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]-6-pentylfuro[2,3-d]pyrimidin-2-one",CCCCCC1=CC2=CN(C(=O)N=C2O1)C/C=C\3/C(=C(C(=O)O3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,C31H30N2O6,526.6,0,6,['CHEMBL245205']
44427754,"3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]-6-(2-phenylethyl)furo[2,3-d]pyrimidin-2-one",C1=CC=C(C=C1)CCC2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C34H28N2O6,560.6,0,6,['CHEMBL397183']
44427756,"6-(4-methylphenyl)-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C33H26N2O6,546.6,0,6,['CHEMBL397659']
44427750,"6-hexyl-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC2=CN(C(=O)N=C2O1)C/C=C\3/C(=C(C(=O)O3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,C32H32N2O6,540.6,0,6,['CHEMBL397657']
44427751,"6-octyl-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC2=CN(C(=O)N=C2O1)C/C=C\3/C(=C(C(=O)O3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,C34H36N2O6,568.7,0,6,['CHEMBL427872']
44427757,"6-(4-butylphenyl)-3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]furo[2,3-d]pyrimidin-2-one",CCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C36H32N2O6,588.6,0,6,['CHEMBL397899']
44427758,"3-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)C/C=C\4/C(=C(C(=O)O4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,C37H34N2O6,602.7,0,6,['CHEMBL245206']
44427739,"5-dec-1-ynyl-1-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]pyrimidine-2,4-dione",CCCCCCCCC#CC1=CN(C(=O)NC1=O)C/C=C\2/C(=C(C(=O)O2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,C34H36N2O6,568.7,1,6,['CHEMBL266328']
44427739,"5-dec-1-ynyl-1-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]pyrimidine-2,4-dione",CCCCCCCCC#CC1=CN(C(=O)NC1=O)C/C=C\2/C(=C(C(=O)O2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,C34H36N2O6,568.7,1,6,['CHEMBL266328']
44427742,"5-hepta-1,6-diynyl-1-[(2Z)-2-[5-oxo-3,4-bis(phenylmethoxy)furan-2-ylidene]ethyl]pyrimidine-2,4-dione",C#CCCCC#CC1=CN(C(=O)NC1=O)C/C=C\2/C(=C(C(=O)O2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,C31H26N2O6,522.5,1,6,['CHEMBL388690']
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
45487934,"3-[(2R,3R,4R,5R)-3-fluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)F,C22H25FN2O5,416.4,2,6,"['CHEMBL565370', 'BDBM50481118']"
