baid,acvalue,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,activity,protacxn,acname,acqualifier,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid,anatomyid,anatomy
100709400,0.014,216467,242581923,9979184,NULL,15109620,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella-Zoster virus (YS),"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)thieno[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100797238,0.014,216308,242582691,493476,NULL,10866384,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,The compound was tested for its effective concentration required to reduce virus plaque formation by using Varicella-Zoster virus YS strain,"6-(9-fluorononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
101678402,0.014,291029,103202903,446727,NULL,17539622,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase expressing Varicella-Zoster virus OKA assessed as reduction of plaque formation,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
101700822,0.014,297306,103202903,446727,NULL,17672445,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase-positive VZV OKA in human HEL cells after 7 days,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100320197,0.015,216302,103389865,492115,NULL,10579812,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Compound was evaluated for the inhibition of VZV strains of OKA,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100345455,0.015,217659,103389865,492115,NULL,11150169,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,"Evaluated for the anti-VZV activity, the concentration of compounds in uM required to reduce VZV OKA Plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100656752,0.015,216461,103389865,492115,NULL,11212118,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Effective concentration required for reduction of plaque formation of Varicella-Zoster Virus (OKA strain),"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100699929,0.015,216135,103389865,492115,NULL,14643358,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Concentration required to give 50% inhibition of replication of VZV OKA in tissue culture,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100797354,0.015,216307,103389865,492115,NULL,10866384,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,The compound was tested for its effective concentration required to reduce virus plaque formation by using Varicella-Zoster virus OKA strain,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
101427975,0.015,393979,103202903,446727,NULL,19226140,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase expressing Varicella zoster virus Oka infected in human HEL cells assessed reduction in viral plaque formation,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
103157091,0.015,429197,103202903,446727,NULL,19339082,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus OKA infected in human HEL cells assessed as inhibition of virus-induced cytopathicity after 5 days,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
204410602,0.016,588200,124964672,51356862,NULL,21332170,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus YS infected in HEL cells assessed as reduction in virus induced cytopathicity,"[(2R,3S,5R)-2-(hydroxymethyl)-5-[2-oxo-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-3-yl]oxolan-3-yl] (2S)-2-[[(2S)-1-[(2S)-2-amino-3-methylbutanoyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoate",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
204409893,0.018,588201,124960457,51357968,NULL,21332170,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus OKA infected in HEL cells assessed as reduction in virus induced cytopathicity,"[(2R,3S,5R)-3-hydroxy-5-[2-oxo-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-3-yl]oxolan-2-yl]methyl (2S)-2-[[(2S)-1-[(2S)-2,6-diaminohexanoyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoate",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
204409895,0.018,588201,124964672,51356862,NULL,21332170,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus OKA infected in HEL cells assessed as reduction in virus induced cytopathicity,"[(2R,3S,5R)-2-(hydroxymethyl)-5-[2-oxo-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-3-yl]oxolan-3-yl] (2S)-2-[[(2S)-1-[(2S)-2-amino-3-methylbutanoyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoate",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100319646,0.02,216303,103389866,493473,NULL,10579812,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Compound was evaluated for the inhibition of VZV strains of YS,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-nonyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100320200,0.02,216302,103389866,493473,NULL,10579812,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Compound was evaluated for the inhibition of VZV strains of OKA,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-nonyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100345453,0.02,217659,103389866,493473,NULL,11150169,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,"Evaluated for the anti-VZV activity, the concentration of compounds in uM required to reduce VZV OKA Plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-nonyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100346746,0.02,217670,103389866,493473,NULL,11150169,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,"Evaluated for the anti-VZV activity, the concentration of compounds in uM required to reduce VZV TS plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-nonyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100699719,0.02,216135,242582684,513140,NULL,14643358,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Concentration required to give 50% inhibition of replication of VZV OKA in tissue culture,"6-(9-butoxynonyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100700438,0.02,218490,242582685,513141,NULL,14643358,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity evaluated against Varicella Zoster virus (YS),"3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-(9-pentyloxy-nonyl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100709405,0.02,216467,242581927,90662954,NULL,15109620,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella-Zoster virus (YS),"6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]thieno[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100743358,0.02,216317,103184834,135972447,NULL,NULL,Confirmatory,20220830,0,0,Active,NULL,IC50,=,ChEMBL,In vitro antiviral activity was evaluated against VZV using viral plaque reduction assay; Value ranges from 0.02-0.08,"2-amino-9-[(1R,3S)-2,3-bis(hydroxymethyl)cyclobutyl]-1H-purin-6-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100833400,0.02,217678,103204631,136002157,NULL,1849998,Confirmatory,20230629,0,0,Active,NULL,ID50,=,ChEMBL,compound was tested for antiherpes activity against VZV(Ellen) in tissue culture by plaque reduction assay,"2-amino-9-[(2S,3R)-2,3-bis(hydroxymethyl)cyclobutyl]-1H-purin-6-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
101495262,0.02,340472,103602987,10174031,NULL,18595689,Confirmatory,20220830,0,0,Active,NULL,IC50,=,ChEMBL,Antiviral activity against VZV Webster by plaque reduction assay,"(R)-N-(4-chlorobenzyl)-2-(((2-(furan-2-yl)-2-hydroxyethyl)(methyl)amino)methyl)-7-methyl-4-oxo-4,7-dihydrofuro[2,3-b]pyridine-5-carboxamide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
101710719,0.02,299444,103535209,10311242,NULL,17513108,Confirmatory,20220830,0,0,Active,NULL,IC50,=,ChEMBL,Antiviral activity against VZV in human foreskin fibroblast assessed as inhibition of virus plaque formation,"N-(4-fluorobenzyl)-2-{[[(2R)-2-hydroxy-2-pyrimidin-2-ylethyl](methyl)amino]methyl}-3,4-dimethyl-7-oxo-4,7-dihydrothieno[3,2-b]pyridine-6-carboxamide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
155735265,0.02,464100,103741452,9805202,NULL,20167488,Confirmatory,20220830,0,0,Active,NULL,IC50,=,ChEMBL,Antiviral activity against Varicella zoster virus infected in HFF cells by plaque reduction assay,"N-(4-chlorobenzyl)-1-methyl-9-(morpholinomethyl)-2,7-dioxo-1,2,3,7-tetrahydropyrido[1,2,3-de]quinoxaline-6-carboxamide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,128878,10335,NULL,NULL
380625531,0.02,1872793,103202903,446727,NULL,35305462,Confirmatory,20230629,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against VZV strain Oka bearing wild type thymidine kinase assessed as reduction in virus induced cytopathogenicity,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100797360,0.022,216307,242582691,493476,NULL,10866384,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,The compound was tested for its effective concentration required to reduce virus plaque formation by using Varicella-Zoster virus OKA strain,"6-(9-fluorononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
204410600,0.022,588200,124960457,51357968,NULL,21332170,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus YS infected in HEL cells assessed as reduction in virus induced cytopathicity,"[(2R,3S,5R)-3-hydroxy-5-[2-oxo-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-3-yl]oxolan-2-yl]methyl (2S)-2-[[(2S)-1-[(2S)-2,6-diaminohexanoyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoate",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100319620,0.024,216303,103390365,492114,NULL,10579812,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Compound was evaluated for the inhibition of VZV strains of YS,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100345785,0.024,217670,103390365,492114,NULL,11150169,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,"Evaluated for the anti-VZV activity, the concentration of compounds in uM required to reduce VZV TS plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100656968,0.024,216462,103390365,492114,NULL,11212118,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,"Effective concentration required for reduction of plaque formation of Varicella-Zoster Virus, (YS strain)","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
363908761,0.024,1462034,103202903,446727,NULL,28757102,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against wild type thymidine kinase expressing Varicella-Zoster virus Oka infected in HEL cells assessed as inhibition of virus-induced plaque formation,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100708573,0.025,216465,242581923,9979184,NULL,15109620,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella-Zoster virus (OKA),"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)thieno[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100797361,0.026,216307,242582697,493478,NULL,10866384,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,The compound was tested for its effective concentration required to reduce virus plaque formation by using Varicella-Zoster virus OKA strain,"6-(9-bromononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
103158369,0.026,429196,103202903,446727,NULL,19339082,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus YS infected in human HEL cells assessed as inhibition of virus induced cytopathicity after 5 days,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
372356930,0.026,1727352,103202903,446727,NULL,33039724,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase positive Varicella zoster virus OKA infected in human HEL cells assessed as reduction in virus-induced cytopathogenic effect measured after 3 days coulter counter method,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,Lung
100346740,0.027,217670,103389872,493488,NULL,11150169,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,"Evaluated for the anti-VZV activity, the concentration of compounds in uM required to reduce VZV TS plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-octylphenyl)furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
373963301,0.027,1782698,242582545,492113,NULL,33894564,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus assessed as inhibition of viral replication,"6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100708575,0.028,216465,242581927,90662954,NULL,15109620,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella-Zoster virus (OKA),"6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]thieno[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
372128089,0.028,1684817,103233471,60750,NULL,33479570,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase positive Varicella zoster virus OKA infected in human HEL cells assessed as reduction in virus plaque formation measured on day 5 post-viral infection,Gemcitabine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
346996278,0.029,1230100,103202903,446727,NULL,26001344,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella-zoster virus expressing thymidine kinase infected in HEL cells assessed as reduction of virus-induced plaque formation,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100700439,0.03,218490,242582679,513144,NULL,14643358,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity evaluated against Varicella Zoster virus (YS),"6-[9-(4-chlorobutoxy)nonyl]-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100700440,0.03,218490,242582684,513140,NULL,14643358,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity evaluated against Varicella Zoster virus (YS),"6-(9-butoxynonyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
101800618,0.03,247653,103448604,22012704,NULL,15261261,Confirmatory,20220830,0,0,Active,NULL,IC50,=,ChEMBL,inhibitory concentration against Varicella zoster virus,N-[2-cyano-4-[1-(4-fluorophenyl)ethylcarbamoylamino]phenyl]-2-fluorobenzamide,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
101922468,0.03,273052,103504725,135398513,NULL,17004726,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Inhibition of VZV replication in HFF cells by cytopathic effect assay,Acyclovir,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,128878,10335,NULL,NULL
155763602,0.03,481587,103751998,491954,NULL,20403696,Confirmatory,20220830,0,0,Active,NULL,IC50,=,ChEMBL,Antiviral activity against VZV Webster infected in HFF cells assessed as reduction in plaque formation,"N-(4-Chlorobenzyl)-2-(2-morpholin-4-ylethyl)-8-(4-morpholinylmethyl)-6-oxo-6h-pyrrolo[3,2,1-ij]quinoline-5-carboxamide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,128878,10335,NULL,NULL
198378434,0.03,534207,103594569,15958371,NULL,18852272,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus Ellen infected in HFF cells by plaque reduction assay,2-[2-Amino-6-(cyclopropylamino)purin-9-yl]ethoxymethyl-(3-hexadecoxypropoxy)phosphinic acid,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,128878,10335,NULL,NULL
100797241,0.031,216308,242582697,493478,NULL,10866384,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,The compound was tested for its effective concentration required to reduce virus plaque formation by using Varicella-Zoster virus YS strain,"6-(9-bromononyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
204409894,0.032,588201,124962093,51353745,NULL,21332170,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus OKA infected in HEL cells assessed as reduction in virus induced cytopathicity,"(3S)-3-amino-4-[(2S)-2-[[(2S)-1-[[(2R,3S,5R)-3-hydroxy-5-[2-oxo-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-3-yl]oxolan-2-yl]methoxy]-3-methyl-1-oxobutan-2-yl]carbamoyl]pyrrolidin-1-yl]-4-oxobutanoic acid",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100797244,0.034,216308,242582694,493479,NULL,10866384,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,The compound was tested for its effective concentration required to reduce virus plaque formation by using Varicella-Zoster virus YS strain,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(9-iodononyl)furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
373963270,0.034,1782672,103202903,446727,NULL,33894564,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase positive Varicella zoster virus,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100334211,0.035,217497,103290841,6479197,NULL,10891113,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Effective concentration to show 50% of activity was measured on varicella zoster virus(VZV) cell culture,"(2S,5S)-1-[2-(Hydroxymethyl)-1,3-dioxolan-5-yl]-(E)-5-(2-iodovinyl)uracil",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
372128326,0.036,1684817,103202903,446727,NULL,33479570,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase positive Varicella zoster virus OKA infected in human HEL cells assessed as reduction in virus plaque formation measured on day 5 post-viral infection,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
366393305,0.037,1572733,103202903,446727,NULL,30738653,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella-zoster virus Oka harboring thymidine kinase infected in HEL cells assessed as reduction in virus plaque formation,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100345804,0.04,217659,103389872,493488,NULL,11150169,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,"Evaluated for the anti-VZV activity, the concentration of compounds in uM required to reduce VZV OKA Plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-octylphenyl)furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
204409897,0.042,588201,124970049,51357704,NULL,21332170,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster virus OKA infected in HEL cells assessed as reduction in virus induced cytopathicity,"[(2R,3S,5R)-3-hydroxy-5-[2-oxo-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-3-yl]oxolan-2-yl]methyl (2S)-2-[[(2S)-1-[(2S)-2,4-diamino-4-oxobutanoyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoate",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
372128322,0.042,1684817,461526474,23519645,NULL,33479570,Confirmatory,20220830,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against thymidine kinase positive Varicella zoster virus OKA infected in human HEL cells assessed as reduction in virus plaque formation measured on day 5 post-viral infection,"4-amino-1-[(2R,4R,5S)-3,3,5-trifluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
380549611,0.042,1854966,103202903,446727,NULL,35933787,Confirmatory,20230629,0,0,Active,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella zoster-virus OKA strain harboring thymidine kinase infected in HEL cells assessed as reduction in plaque formation by microscopic analysis,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
