mol_id,MATS3p,F07[C-F],CATS2D_06_DD,nArNH2,nRCO
TOX24354,0.7054764453971892,0.0,0.05,0.0,0.0
TOX24355,0.5769187313770687,0.0,0.0,0.0,0.0
TOX24356,0.6530188083305354,0.0,0.0,0.0,0.0
TOX24357,0.584597025513408,0.0,0.0,0.0,0.0
TOX24359,0.676950935586931,0.0,0.0,0.0,0.0
TOX2436,0.6512013808695796,0.0,0.0,0.0,0.0
TOX24360,0.6061128227287649,0.0,0.0,0.0,0.0
TOX24361,0.6411535544677908,0.0,0.0,0.0,0.0
TOX24362,0.6747460294794544,0.0,0.0,0.0,0.0
TOX24363,0.6963620501043527,0.0,0.0,0.0,0.0
TOX24364,0.672640953900635,0.0,0.0,0.0,0.0
TOX24365,0.4945362797167442,0.0,0.0,0.0,0.0
TOX24369,0.5598480527373731,0.0,0.0,0.0,0.0
TOX24370,0.6711077975544829,0.0,0.0,0.0,0.0
TOX24371,0.6740097738420471,0.0,0.0,0.0,0.0
TOX24374,0.5779448688593987,0.0,0.0,0.0,0.0
TOX24375,0.6132224255870151,0.0,0.0,0.0,0.0
TOX24378,0.6570380885370319,0.0,0.0,0.0,0.0
TOX24380,0.6254927288693205,0.0,0.0,0.0,0.0
TOX24382,0.6855745857142843,0.0,0.0,0.0,0.0
TOX24383,0.6305723982053926,0.0,0.0,0.0,0.0
TOX24384,0.6008838291382543,0.0,0.0,0.0,0.3333333333333333
TOX24388,0.5427980966265964,0.0,0.0,0.0,0.0
TOX24389,0.6154618295322266,0.0,0.0,0.0,0.0
TOX2439,0.6381176203648077,0.0,0.0,0.0,0.0
TOX24390,0.6231462155536845,0.0,0.0,0.0,0.0
TOX24391,0.6040960508445644,0.0,0.0,0.0,0.0
TOX24392,0.6409815754127551,0.0,0.0,0.0,0.0
TOX24393,0.4720854790729887,0.0,0.0,0.0,0.0
TOX24394,0.541901170359866,0.0,0.0,0.0,0.3333333333333333
TOX24395,0.6742993322811893,0.0,0.0,0.0,0.0
TOX24396,0.7311413094284698,0.0,0.0,0.0,0.0
TOX24397,0.7345523779808937,0.0,0.0,0.0,0.0
TOX24398,0.6473730500909467,0.0,0.0,0.0,0.0
TOX24399,0.6282271747770929,0.0,0.0,0.0,0.0
TOX244,0.5714004904515377,0.0,0.0,0.0,0.0
TOX24400,0.675127351053889,0.0,0.0,0.0,0.0
TOX24401,0.5828009331985851,0.0,0.0,0.0,0.0
TOX24402,0.5857786338061697,0.0,0.0,0.0,0.3333333333333333
TOX24404,0.6086410670054371,0.0,0.0,0.0,0.0
TOX24405,0.5122129894963805,0.0,0.0,0.0,0.0
TOX24407,0.5344434128015634,0.0,0.0,0.25,0.0
TOX24408,0.6966879694181143,0.0,0.0,0.0,0.0
TOX24409,0.6802853066974975,0.0,0.0,0.0,0.0
TOX24410,0.5669811695655489,0.0,0.0,0.0,0.0
TOX24411,0.6185533270614373,0.0,0.0,0.0,0.0
TOX24412,0.5978002835197107,0.0,0.0,0.0,0.0
TOX24413,0.6635893068981541,0.0,0.0,0.0,0.0
TOX24414,0.5542960503125345,0.0,0.0,0.25,0.0
TOX2442,0.6528981666816254,0.0,0.0,0.0,0.0
TOX24420,0.6611189431209497,0.0,0.0,0.0,0.0
TOX24421,0.6002309954902126,0.0,0.0,0.0,0.0
TOX24423,0.4586393953649496,0.0,0.0,0.0,0.0
TOX24424,0.5620611212533335,0.0,0.0,0.0,0.0
TOX24425,0.6330160049871181,0.0,0.0,0.0,0.0
TOX24427,0.6415334705246774,0.0,0.0,0.0,0.0
TOX24428,0.4938231289498566,0.0,0.0,0.0,0.0
TOX24429,0.590225786259708,0.0,0.0,0.0,0.0
TOX24430,0.6127440322664222,0.0,0.0,0.0,0.0
TOX24431,0.5571937510149642,0.0,0.0,0.0,0.0
TOX24433,0.6110720690510358,0.0,0.0,0.0,0.6666666666666666
TOX24435,0.6810401814390443,0.0,0.0,0.25,0.0
TOX24436,0.6066832878926655,0.0,0.0,0.0,0.3333333333333333
TOX24437,0.4964014129605787,0.0,0.0,0.5,0.0
TOX24438,0.6509680620771918,0.0,0.0,0.0,0.0
TOX24439,0.6931346107425789,0.0,0.0,0.0,0.0
TOX24440,0.6764331033521755,0.0,0.0,0.0,0.0
TOX24441,0.603804149359146,0.0,0.0,0.0,0.0
TOX24443,0.6428219580639827,0.0,0.0,0.0,0.0
TOX24445,0.6166361555428537,0.0,0.0,0.0,0.0
TOX24446,0.4017089780665891,0.0,0.0,0.0,0.0
TOX24447,0.5742920596982521,0.0,0.0,0.0,0.0
TOX24448,0.6472287637623755,0.0,0.0,0.0,0.0
TOX2445,0.5706569053149606,0.0,0.0,0.0,0.0
TOX24450,0.6232465331913216,0.0,0.0,0.0,0.0
TOX24451,0.6493035409014218,0.0,0.0,0.0,0.0
TOX24452,0.676537308686113,0.0,0.0,0.0,0.0
TOX24455,0.552199801834976,0.0,0.0,0.0,0.0
TOX24456,0.5891980601854081,0.0,0.0,0.0,0.0
TOX24458,0.6649906940477235,0.0,0.0,0.0,0.0
TOX2446,0.577732762346626,0.0,0.05,0.0,0.0
TOX24462,0.6654813003372517,0.0,0.0,0.0,0.0
TOX24463,0.6522400129423676,0.0,0.0,0.0,0.0
TOX24464,0.6324213823920342,0.0,0.0,0.0,0.0
TOX24465,0.5821141316659828,0.0,0.05,0.5,0.0
TOX24466,0.6092350938281799,0.0,0.1,0.0,0.0
TOX24469,0.6893406296820616,0.0,0.0,0.0,0.0
TOX24470,0.6718580472770165,0.0,0.0,0.0,0.0
TOX24471,0.5058453574286275,0.0,0.0,0.0,0.0
TOX24472,0.836927529317582,0.0,0.0,0.0,0.0
TOX24473,0.583269997024646,0.0,0.0,0.0,0.0
TOX24475,0.6008838291382543,0.0,0.0,0.0,0.3333333333333333
TOX24479,0.6741067140403709,0.0,0.0,0.0,0.0
TOX2448,0.6848868182636287,0.0,0.0,0.0,0.0
TOX24481,0.7241148230684447,0.0,0.0,0.0,0.0
TOX24484,0.6211020799516365,0.0,0.0,0.0,0.0
TOX24485,0.7376045909040881,0.0,0.0,0.0,0.0
TOX24486,0.633789292477041,0.0,0.0,0.0,0.0
TOX24488,0.5801685034519983,0.0,0.0,0.0,0.0
TOX24489,0.5294670223246024,0.0,0.0,0.0,0.3333333333333333
TOX24490,0.6434159279010396,0.0,0.0,0.0,0.0
TOX24491,0.6227425297039212,0.0,0.0,0.0,0.0
TOX24493,0.6885552647936599,0.0,0.0,0.0,0.0
TOX24494,0.6353534590136708,0.0,0.0,0.0,0.0
TOX24495,0.6131850043377765,0.0,0.0,0.0,0.3333333333333333
TOX24496,0.6782055394725193,0.0,0.0,0.0,0.0
TOX24498,0.6822105251655667,0.0,0.0,0.0,0.0
TOX245,0.6277419374440565,0.0,0.0,0.0,0.0
TOX24502,0.7707513232472375,0.0,0.0,0.0,0.0
TOX24503,0.6672439619708267,0.0,0.0,0.0,0.0
TOX24506,0.6806568571907653,0.0,0.0,0.0,0.0
TOX24508,0.6724055955008885,0.0,0.0,0.0,0.0
TOX24509,0.8151275286224122,0.0,0.0,0.0,0.0
TOX24511,0.6858471917425061,0.0,0.0,0.0,0.0
TOX24513,0.5885233012639305,0.0,0.0,0.0,0.0
TOX24514,0.651075932380977,0.0,0.0,0.0,0.0
TOX24515,0.630227611664072,0.0,0.0,0.0,0.0
TOX24517,0.6409286160507205,0.0,0.0,0.25,0.0
TOX24518,0.5942296580635997,0.0,0.0,0.0,0.0
TOX24522,0.7378348786549517,0.0,0.0,0.0,0.0
TOX24523,0.6130826520713796,0.0,0.0,0.25,0.0
TOX24526,0.7077780725157373,0.0,0.0,0.0,0.3333333333333333
TOX24527,0.69902034422616,0.0,0.0,0.0,0.0
TOX24532,0.6166261549142075,0.0,0.0,0.0,0.0
TOX24533,0.6957791896783413,0.0,0.0,0.0,0.0
TOX24534,0.7132561004358683,0.0,0.0,0.0,0.0
TOX24535,0.6036177025460459,0.0,0.0,0.0,0.0
TOX24536,0.5680357068265306,0.0,0.0,0.0,0.0
TOX24537,0.696602359444323,0.0,0.0,0.0,0.0
TOX24541,0.5871555367219286,0.0,0.0,0.0,0.0
TOX24543,0.5695091739290473,0.0,0.0,0.0,0.0
TOX24545,0.6122423254544466,0.0,0.15,0.0,0.3333333333333333
TOX24547,0.6384011499242299,0.0,0.0,0.0,0.3333333333333333
TOX2455,0.5798944433516185,0.0,0.0,0.0,0.0
TOX24552,0.6928333994854428,0.0,0.0,0.0,0.0
TOX24553,0.6165244998196848,0.0,0.0,0.0,0.0
TOX24554,0.7015291777778485,0.0,0.0,0.0,0.0
TOX24559,0.6389559320739162,0.25,0.0,0.0,0.0
TOX24561,0.5876274220182004,0.0,0.0,0.0,0.0
TOX24563,0.6764836727345774,0.0,0.0,0.0,0.0
TOX24564,0.530282671091201,0.0,0.0,0.0,0.0
TOX24565,0.7046901834276426,0.0,0.0,0.0,0.0
TOX24568,0.6964929635494104,0.0,0.0,0.0,0.0
TOX24570,0.6452146643270835,0.0,0.0,0.0,0.0
TOX24571,0.5996528233309085,0.0,0.0,0.0,0.0
TOX24572,0.6659394948529309,0.2083333333333333,0.0,0.0,0.0
TOX24573,0.637697185472651,0.0,0.0,0.0,0.0
TOX24574,0.5799178662704801,0.0,0.0,0.0,0.0
TOX24575,0.6864652886463241,0.0,0.0,0.0,0.0
TOX24576,0.789302760536794,0.0,0.0,0.0,0.0
TOX24577,0.6724055955008885,0.0,0.0,0.0,0.0
TOX24578,0.5841229297411558,0.0,0.0,0.0,0.0
TOX24580,0.4767938267251802,0.0,0.0,0.0,0.0
TOX24582,0.5559137354749742,0.0,0.0,0.0,0.0
TOX24584,0.5979157774459047,0.0,0.0,0.0,0.0
TOX24585,0.646824126173454,0.0,0.0,0.0,0.0
TOX24587,0.7136954831911587,0.0,0.0,0.0,0.0
TOX24589,0.6432352540542642,0.0,0.0,0.0,0.0
TOX24591,0.6690801788706618,0.0,0.0,0.0,0.0
TOX24593,0.6138020353951915,0.0,0.0,0.0,0.0
TOX24595,0.5024559635103276,0.0,0.0,0.0,0.3333333333333333
TOX24597,0.6383438096827849,0.0,0.0,0.0,0.0
TOX24598,0.5267635542985225,0.0,0.0,0.0,0.0
TOX24599,0.6729839969879219,0.0,0.0,0.0,0.0
TOX246,0.6526118324406204,0.0,0.1,0.0,0.0
TOX24600,0.5942822327698822,0.0,0.0,0.0,0.0
TOX24603,0.7156985615940586,0.0,0.05,0.0,0.0
TOX24604,0.6263050151542664,0.0,0.0,0.0,0.0
TOX24606,0.489872424367731,0.0,0.0,0.0,0.0
TOX24607,0.6559766264736606,0.0,0.0,0.0,0.0
TOX24609,0.5954083077013319,0.0,0.0,0.0,0.0
TOX24613,0.6309269103023879,0.0,0.0,0.0,0.0
TOX24615,0.7114612870222435,0.0,0.0,0.0,0.0
TOX24616,0.6670184272998443,0.0,0.0,0.0,0.0
TOX24617,0.5420993968651281,0.0,0.0,0.0,0.0
TOX24618,0.6121729743481923,0.0,0.0,0.0,0.0
TOX24619,0.6611942043086235,0.0,0.0,0.0,0.0
TOX24620,0.5643116938579185,0.0,0.0,0.0,0.0
TOX24621,0.7032092753897378,0.0,0.0,0.0,0.0
TOX24622,0.7411306527998198,0.0,0.0,0.0,0.0
TOX24623,0.6696311385525344,0.0,0.0,0.0,0.0
TOX24624,0.671405696250314,0.0,0.0,0.0,0.0
TOX24625,0.6935124556922713,0.0,0.05,0.0,0.0
TOX24626,0.6745936856397504,0.0,0.0,0.0,0.0
TOX24627,0.5742156431472781,0.0,0.0,0.0,0.0
TOX24631,0.6397062484262698,0.0,0.0,0.0,0.3333333333333333
TOX24632,0.4103724299388233,0.0,0.0,0.0,0.0
TOX24633,0.6716077095317191,0.0,0.05,0.0,0.0
TOX24635,0.5932613535458591,0.0,0.0,0.0,0.0
TOX24638,0.6843403779942561,0.0,0.0,0.0,0.0
TOX24642,0.7274202044108686,0.0,0.0,0.0,0.0
TOX24643,0.4187655507441395,0.0,0.0,0.0,0.0
TOX24644,0.666866356791688,0.0,0.0,0.0,0.0
TOX24645,0.638654058400551,0.0,0.0,0.0,0.0
TOX24646,0.5046692178767792,0.0,0.0,0.0,0.0
TOX24647,0.5015406057802222,0.0,0.0,0.0,0.0
TOX24648,0.5206598535775083,0.0,0.0,0.0,0.0
TOX24650,0.7093346243617072,0.0,0.05,0.0,0.0
TOX24654,0.6340122844689121,0.0,0.1,0.0,0.0
TOX24655,0.6997864864005393,0.0,0.0,0.0,0.0
TOX24656,0.7152504651117819,0.0,0.0,0.0,0.0
TOX24660,0.6822050919451166,0.0,0.0,0.0,0.0
TOX24662,0.6525285066896751,0.0,0.0,0.0,0.0
TOX24663,0.6284797154180615,0.0,0.0,0.0,0.0
TOX24664,0.7175118166224842,0.0,0.0,0.0,0.0
TOX24667,0.5249802043189449,0.0,0.0,0.0,0.0
TOX24668,0.6327891087567464,0.0,0.0,0.0,0.0
TOX24670,0.7285839101296049,0.0,0.0,0.0,0.0
TOX24678,0.6090734733568124,0.0,0.05,0.0,0.0
TOX24679,0.6712006369031405,0.0,0.0,0.0,0.0
TOX24680,0.708932102897887,0.0,0.05,0.0,0.0
TOX24681,0.714160560894752,0.0,0.0,0.0,0.0
TOX24682,0.4589283483464431,0.0,0.0,0.0,0.0
TOX24684,0.6360204243209697,0.0,0.0,0.0,0.0
TOX24685,0.7963603387384359,0.0,0.0,0.0,0.0
TOX24686,0.6320222673773419,0.0,0.05,0.25,0.0
TOX24689,0.6417073302039418,0.0,0.0,0.0,0.3333333333333333
TOX24690,0.6278572347094067,0.0,0.0,0.0,0.0
TOX24691,0.6764119667937515,0.0,0.0,0.0,0.0
TOX24696,0.5594942060945618,0.0,0.0,0.0,0.0
TOX24697,0.6609343614013572,0.0,0.0,0.0,0.0
TOX24698,0.6345179400951058,0.0,0.0,0.0,0.0
TOX247,0.6706624702224621,0.0,0.0,0.0,0.0
TOX24701,0.61704539801485,0.0,0.0,0.0,0.0
TOX24702,0.5644550503213385,0.0,0.0,0.0,0.0
TOX24703,0.564982116715309,0.0,0.0,0.0,0.0
TOX24706,0.6451767205351736,0.0,0.0,0.0,0.0
TOX24709,0.6507558192777202,0.0,0.0,0.0,0.3333333333333333
TOX24710,0.5881046211242967,0.0,0.0,0.25,0.0
TOX24712,0.5032911914130066,0.0,0.0,0.0,0.0
TOX24713,0.581314084109297,0.25,0.0,0.25,0.0
TOX24714,0.6365206692873928,0.0,0.05,0.0,0.0
TOX24715,0.5831834244966638,0.0,0.0,0.25,0.0
TOX24716,0.6533657514794894,0.0,0.0,0.0,0.0
TOX24718,0.5896797869797842,0.0,0.0,0.0,0.0
TOX24719,0.851383935507272,0.0,0.0,0.0,0.0
TOX2472,0.6604930717009208,0.0,0.0,0.0,0.0
TOX24720,0.5353999514536573,0.0,0.0,0.25,0.0
TOX24721,0.5269369280287055,0.0,0.0,0.0,0.0
TOX24722,0.6252102496646661,0.0,0.0,0.0,0.3333333333333333
TOX24723,0.7010631785942372,0.0,0.0,0.0,0.0
TOX24724,0.4640111183492243,0.0,0.0,0.0,0.0
TOX24725,0.7002396191821855,0.0,0.0,0.0,0.0
TOX24727,0.6497621696607899,0.0,0.0,0.0,0.0
TOX24728,0.6058675234800324,0.0,0.0,0.0,0.0
TOX24731,0.64729763302061,0.0,0.0,0.0,0.0
TOX24733,0.5179339089511642,0.0,0.0,0.0,0.0
TOX24734,0.6133309560652165,0.0,0.0,0.0,0.0
TOX24735,0.5528832250069772,0.0,0.0,0.0,0.0
TOX24737,0.7744674898646208,0.0,0.0,0.0,0.0
TOX24738,0.7205374468502652,0.0,0.0,0.0,0.0
TOX2474,0.6467350375368154,0.0,0.0,0.0,0.6666666666666666
TOX24740,0.7157128574868739,0.0,0.0,0.0,0.0
TOX24742,0.7395202139301261,0.0,0.0,0.0,0.0
TOX24743,0.5959810351868574,0.0,0.0,0.25,0.0
TOX24744,0.6588998277732068,0.0,0.0,0.0,0.0
TOX24745,0.3582797593125618,0.0,0.0,0.0,0.6666666666666666
TOX24746,0.6616534030208604,0.0,0.0,0.0,0.0
TOX24747,0.6361767123074126,0.0,0.0,0.0,0.0
TOX24748,0.632957200188329,0.0,0.0,0.0,0.0
TOX24750,0.54928547256452,0.0,0.0,0.25,0.0
TOX24751,0.5986515202372894,0.0,0.0,0.25,0.0
TOX24752,0.6372926134307113,0.0,0.0,0.0,0.0
TOX24753,0.5383177025994511,0.0,0.0,0.0,0.0
TOX24754,0.6667589522375684,0.0,0.0,0.0,0.0
TOX24755,0.6384090649919858,0.0,0.0,0.0,0.0
TOX24756,0.5806659593763637,0.0,0.0,0.0,0.0
TOX24757,0.576107051444941,0.0,0.0,0.0,0.0
TOX24758,0.7275585050215279,0.125,0.0,0.0,0.0
TOX24759,0.7150526635944248,0.0,0.0,0.0,0.0
TOX24760,0.6724055955008885,0.0,0.0,0.0,0.0
TOX24762,0.6704627211606843,0.0,0.0,0.0,0.0
TOX24763,0.6373037297524388,0.0,0.0,0.0,0.0
TOX24764,0.5958570488628658,0.0,0.0,0.0,0.0
TOX24765,0.6789080170971863,0.0,0.0,0.0,0.0
TOX24767,0.6954675519046213,0.0,0.0,0.0,0.0
TOX24768,0.5552984532726476,0.0,0.0,0.0,0.0
TOX24769,0.601338814896756,0.0,0.0,0.0,0.0
TOX24770,0.6274825991461814,0.0,0.0,0.0,0.0
TOX24771,0.5186664146589507,0.0,0.0,0.0,0.0
TOX24772,0.5745363436220571,0.0,0.0,0.0,0.0
TOX24773,0.6018391195282876,0.0,0.0,0.0,0.0
TOX24774,0.694639984584674,0.0,0.0,0.0,0.0
TOX24776,0.6773310386054607,0.0,0.0,0.0,0.0
TOX24777,0.6530313840212769,0.0,0.0,0.0,0.0
TOX24779,0.6701907178993453,0.0,0.0,0.0,0.0
TOX24780,0.5778629633988756,0.0,0.0,0.0,0.0
TOX24782,0.64273529215558,0.0,0.0,0.25,0.0
TOX24784,0.5315255905401891,0.0,0.0,0.0,0.0
TOX24785,0.6347957928003416,0.0,0.0,0.0,0.0
TOX24787,0.6129327777122349,0.0,0.05,0.0,0.0
TOX24788,0.61418521536272,0.0,0.0,0.0,0.0
TOX2479,0.6327954098969083,0.0,0.0,0.0,0.0
TOX24790,0.5804267252208363,0.0,0.0,0.0,0.0
TOX24791,0.6207933793198955,0.0,0.0,0.0,0.0
TOX24793,0.6699881827331149,0.0,0.0,0.0,0.0
TOX24794,0.4950425283752869,0.0,0.0,0.0,0.0
TOX24798,0.6148563974161374,0.0,0.0,0.0,0.0
TOX24799,0.556847210157866,0.0,0.0,0.0,0.0
TOX248,0.6451777785917994,0.0,0.0,0.0,0.0
TOX2480,0.6273291071545122,0.0,0.0,0.0,0.0
TOX24800,0.7440403263690635,0.0,0.0,0.0,0.0
TOX24802,0.6969359378662671,0.0,0.0,0.0,0.0
TOX24804,0.7274561327271162,0.0,0.0,0.0,0.0
TOX24805,0.6027634742402391,0.0,0.0,0.0,0.0
TOX24807,0.6536754486019367,0.0,0.0,0.0,0.0
TOX24808,0.5645515383841673,0.0,0.0,0.0,0.0
TOX24809,0.5647703326005492,0.0,0.0,0.0,0.0
TOX24810,0.5863817378674139,0.0,0.0,0.0,0.0
TOX24811,0.5008295132893795,0.0,0.0,0.0,0.0
TOX24812,0.6656103239855915,0.0,0.0,0.0,0.0
TOX24815,0.6811723894328677,0.0,0.0,0.0,0.0
TOX24818,0.6561063864518847,0.0,0.0,0.0,0.0
TOX24819,0.5554387133971158,0.0,0.05,0.0,0.0
TOX24821,0.7290001991194818,0.0,0.0,0.0,0.0
TOX24822,0.6350269842045507,0.0,0.0,0.0,0.0
TOX24823,0.2589983933895106,0.0,0.0,0.0,0.0
TOX24824,0.572539690007295,0.0,0.0,0.0,0.0
TOX24825,0.5063444923659329,0.0,0.0,0.0,0.0
TOX24826,0.5996779725384693,0.0,0.0,0.0,0.0
TOX24827,0.7698848201446449,0.0,0.0,0.0,0.0
TOX24828,0.6925008975434496,0.0,0.0,0.0,0.0
TOX24830,0.5732285269648154,0.0,0.0,0.0,0.0
TOX24831,0.7006968076744373,0.0,0.0,0.0,0.0
TOX24832,0.5347157734623869,0.0,0.0,0.0,0.0
TOX24833,0.6291522488497093,0.0,0.0,0.0,0.0
TOX24834,0.6774485640010952,0.0,0.0,0.0,0.0
TOX24835,0.5676829224270581,0.125,0.0,0.0,0.0
TOX24836,0.5887067349151573,0.0,0.0,0.0,0.0
TOX24837,0.6529057553018206,0.0,0.0,0.0,0.0
TOX24839,0.7550713122737303,0.0,0.0,0.0,0.0
TOX24840,0.6127459250619367,0.0,0.0,0.0,0.0
TOX24842,0.6994605785507211,0.0,0.0,0.0,0.0
TOX24844,0.6688525440126392,0.0,0.0,0.0,0.0
TOX24845,0.6854952286988876,0.0,0.0,0.0,0.0
TOX24846,0.5350945461595484,0.0,0.0,0.0,0.0
TOX24847,0.7273258838924791,0.0,0.0,0.0,0.0
TOX24848,0.5247135516319146,0.0,0.0,0.0,0.0
TOX24849,0.6663699180104743,0.0,0.0,0.0,0.0
TOX24852,0.6347313044520291,0.0,0.0,0.0,0.0
TOX24854,0.6984362509807721,0.0,0.0,0.0,0.0
TOX24856,0.6939707098390214,0.0,0.0,0.0,0.0
TOX24857,0.6955220231503021,0.0,0.0,0.0,0.0
TOX24858,0.5848837400371473,0.0,0.0,0.0,0.0
TOX24860,0.6214716387768219,0.0,0.0,0.25,0.0
TOX24862,0.665235726221978,0.0,0.0,0.0,0.0
TOX24863,0.7133862788952313,0.0,0.0,0.0,0.6666666666666666
TOX24867,0.3300607271966433,0.0,0.0,0.0,0.0
TOX24868,0.5958966701141628,0.0,0.0,0.0,0.0
TOX24869,0.6301345644579238,0.0,0.0,0.0,0.0
TOX24870,0.516890152704158,0.0,0.0,0.0,0.0
TOX24872,0.6563471918044561,0.0,0.0,0.0,0.0
TOX24873,0.6715291670000996,0.0,0.0,0.0,0.0
TOX24875,0.5718928441402462,0.0,0.0,0.0,0.0
TOX24876,0.6767935702263184,0.0,0.0,0.0,0.0
TOX24877,0.6357376570592529,0.0,0.0,0.25,0.0
TOX24878,0.6505416667694814,0.0,0.0,0.0,0.0
TOX24879,0.4874701099306565,0.0,0.0,0.0,0.0
TOX24880,0.7376790719298085,0.0,0.0,0.0,0.0
TOX24881,0.5086098176948821,0.0,0.0,0.0,0.0
TOX24882,0.5572636866121532,0.0,0.0,0.0,0.0
TOX24883,0.6801671370635008,0.0,0.0,0.0,0.0
TOX24884,0.6548625824676795,0.0,0.0,0.0,0.0
TOX24886,0.5574936131001267,0.0,0.0,0.0,0.0
TOX24887,0.5455676092619289,0.0,0.0,0.0,0.0
TOX24888,0.6803202830037228,0.0,0.0,0.0,0.0
TOX2489,0.6327536410909675,0.0,0.0,0.0,0.0
TOX24890,0.5741948338307933,0.0,0.0,0.0,0.0
TOX24892,0.7238501655817926,0.0,0.0,0.0,0.0
TOX24894,0.5473554395558353,0.0,0.0,0.0,0.0
TOX24895,0.560556464886744,0.0,0.0,0.0,0.0
TOX24896,0.5078061173303048,0.0,0.0,0.0,0.0
TOX24897,0.5831430745511426,0.0,0.0,0.0,0.0
TOX24898,0.7159698282572479,0.0,0.0,0.0,0.0
TOX24899,0.4936414546728671,0.0,0.0,0.0,0.0
TOX249,0.6253818932439867,0.0,0.0,0.0,0.0
TOX24900,0.5935620252061746,0.0,0.0,0.0,0.0
TOX24901,0.6208229168253396,0.0,0.0,0.0,0.0
TOX24902,0.5527030385797054,0.0,0.0,0.0,0.0
TOX24903,0.7212875561433855,0.0,0.0,0.0,0.0
TOX24904,0.613726080188849,0.0,0.0,0.25,0.0
TOX24905,0.5415053075211419,0.0,0.0,0.0,0.3333333333333333
TOX24908,0.3660408042687156,0.0,0.0,0.0,0.0
TOX24909,0.5387546289338861,0.0,0.0,0.0,0.0
TOX24911,0.6424969107486904,0.0,0.0,0.0,0.0
TOX24914,0.5236319550619891,0.0,0.0,0.0,0.0
TOX24915,0.6423864781315282,0.0,0.0,0.0,0.0
TOX24916,0.5817081169404574,0.0,0.0,0.0,0.0
TOX24918,0.6031752613910547,0.0,0.0,0.0,0.0
TOX24919,0.6122341307363091,0.0,0.0,0.0,0.0
TOX24921,0.5869367518426171,0.0,0.0,0.0,0.0
TOX24922,0.6599030917255355,0.0,0.0,0.0,0.0
TOX24925,0.5940146901295987,0.0,0.0,0.0,0.0
TOX24926,0.5958920397947419,0.0,0.0,0.0,0.0
TOX24927,0.6428616814720481,0.0,0.0,0.0,0.0
TOX24928,0.6844828931980442,0.0,0.1,0.0,0.0
TOX24929,0.6627956247246137,0.0,0.0,0.0,0.0
TOX24930,0.6341588953241173,0.0,0.0,0.0,0.0
TOX24931,0.5089251260373946,0.0,0.0,0.0,0.0
TOX24932,0.6149648906843087,0.0,0.0,0.0,0.0
TOX24933,0.5846230000772923,0.0,0.0,0.0,0.0
TOX24934,0.4718736488584586,0.0,0.0,0.0,0.0
TOX24935,0.6622402838515509,0.0,0.0,0.0,0.0
TOX24938,0.6893509123999342,0.0,0.0,0.0,0.0
TOX24939,0.5976533326663767,0.0,0.0,0.0,0.0
TOX24941,0.6066218748642129,0.0,0.0,0.25,0.0
TOX24945,0.6457968430945437,0.0,0.0,0.0,0.0
TOX24947,0.6921009111313278,0.0,0.0,0.0,0.0
TOX24948,0.5367628305379827,0.0,0.0,0.0,0.0
TOX24949,0.4469731142437649,0.0,0.0,0.0,0.0
TOX24950,0.5634495651508977,0.0,0.0,0.0,0.0
TOX24951,0.6184957294967787,0.0,0.0,0.0,0.0
TOX24953,0.6651555095635047,0.0,0.0,0.0,0.0
TOX24958,0.6722210258968562,0.0,0.0,0.0,0.0
TOX24961,0.6319477719881021,0.0,0.0,0.0,0.0
TOX24962,0.5744711276159885,0.0,0.0,0.5,0.0
TOX24963,0.628550593309757,0.0,0.0,0.0,0.0
TOX24967,0.3386267751938722,0.0,0.0,0.0,0.0
TOX24972,0.5899278088603939,0.0,0.0,0.0,0.0
TOX24973,0.679910925504139,0.0,0.0,0.0,0.0
TOX24974,0.5465914062745726,0.0,0.0,0.0,0.0
TOX24975,0.5720601628536851,0.0,0.0,0.0,0.0
TOX24976,0.5182459635858095,0.0,0.0,0.0,0.0
TOX24978,0.6513751942685333,0.0,0.0,0.0,0.0
TOX24979,0.7056182211099397,0.0,0.0,0.0,0.0
TOX24980,0.5782526213268946,0.0,0.0,0.0,0.0
TOX24981,0.7277582885281969,0.0,0.0,0.0,0.0
TOX24982,0.6280404922130115,0.0,0.0,0.25,0.0
TOX24983,0.7635754345148731,0.0,0.0,0.0,0.0
TOX24985,0.8014984158363498,0.0,0.0,0.0,0.0
TOX24986,0.7950475118492522,0.0,0.0,0.0,0.0
TOX24989,0.5611250353361109,0.0,0.0,0.0,0.0
TOX24990,0.5026643548998292,0.0,0.0,0.0,0.0
TOX24993,0.6263900108794839,0.0,0.0,0.0,0.0
TOX24994,0.670860826840658,0.0,0.0,0.0,0.0
TOX24995,0.727284039723626,0.0,0.0,0.0,0.0
TOX24996,0.4987757879202937,0.0,0.0,0.0,0.3333333333333333
TOX24997,0.4953812285639506,0.0,0.0,0.0,0.0
TOX24998,0.7040186263233253,0.0,0.0,0.0,0.0
TOX24999,0.6347957928003416,0.0,0.0,0.0,0.0
TOX250,0.6724055955008885,0.0,0.0,0.0,0.0
TOX25002,0.6016404735394795,0.0,0.0,0.0,0.0
TOX25003,0.6422335090983226,0.0,0.0,0.0,0.0
TOX25005,0.594734122401514,0.0,0.0,0.0,0.0
TOX25007,0.6225088581529022,0.0,0.0,0.0,0.0
TOX25029,0.7062579650977439,0.0,0.0,0.0,0.0
TOX25053,0.477883239997883,0.0,0.0,0.0,0.0
TOX25072,0.6546835684809627,0.0,0.0,0.0,0.0
