CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,HBondDonorCount,HBondAcceptorCount,Synonym
138703569,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[[3-(hydroxymethyl)cyclobutyl]amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CC(C2)CO)C3=CC=C4N3N=CC(=C4)C#N)F)O,C24H27FN6O3,466.5,4,8,"['SCHEMBL21079545', 'SCHEMBL21080852', 'SCHEMBL21162131', 'BDBM407594', 'BDBM407786', 'US10336762, Compound 536', 'US10336762, Compound 730', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((R)- 2-fluoro-3-hydroxy-3- methylbutyl)-4-(((1r,3R)- 3-(hydroxymethyl)cyclo- butyl)amino)nicotinamide', '6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-((R)- 2-fluoro-3-hydroxy-3- methylbutyl)-4-(((1s,3S)- 3-hydroxymethyl)cyclo- butyl)amino)nicotinamide']"
138703647,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-(pyridin-2-ylmethylamino)pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NCC2=CC=CC=N2)C3=CC=C4N3N=CC(=C4)C#N)F)O,C25H24FN7O2,473.5,3,8,"['SCHEMBL21079625', 'BDBM407230', 'US10336762, Compound 171', '(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro- 3-hydroxy-3- methylbutyl)-4-((pyridin-2- ylmethyl)amino) nicotinamide']"
138703833,"methyl (2R)-2-[[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]methyl]azetidine-1-carboxylate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC[C@H]2CCN2C(=O)OC)C3=CC=C4N3N=CC(=C4)C#N)F)O,C25H28FN7O4,509.5,3,9,"['SCHEMBL21079820', 'BDBM407948', 'US10336762, Compound 893', '(R)-methyl 2-(((2-(3-cyano- pyrrolo[1,2-b]pyridazin-7- yl)-5-(((R)-2-fluoro-3- hydroxy-3-methylbutyl) carbamoyl)pyridin-4- yl)amino)methyl)azetidine- 1-carboxylate']"
138703494,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(3-methylsulfonyl-3-azabicyclo[3.1.1]heptan-6-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2C3CC2CN(C3)S(=O)(=O)C)C4=CC=C5N4N=CC(=C5)C#N)F)O,C26H30FN7O4S,555.6,3,10,"['SCHEMBL21079471', 'BDBM407091', 'US10336762, Compound 30', '6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-((R)-2- fluoro-3-hydroxy-3-methyl- butyl)-4-((3- (methylsulfonyl)- 3-azabicyclo[3.1.1]heptan-6- yl)amino)nicotinamide']"
138703751,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-(3-propan-2-yloxyanilino)pyridine-3-carboxamide",CC(C)OC1=CC=CC(=C1)NC2=CC(=NC=C2C(=O)NC[C@H](C(C)(C)O)F)C3=CC=C4N3N=CC(=C4)C#N,C28H29FN6O3,516.6,3,8,"['SCHEMBL21079736', 'BDBM407893', 'US10336762, Compound 837', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)-4-((3- isopropoxyphenyl) amino)nicotinamide']"
138703645,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(1,1-dioxothiolan-3-yl)-4-(propan-2-ylamino)pyridine-3-carboxamide",CC(C)NC1=CC(=NC=C1C(=O)NC2CCS(=O)(=O)C2)C3=CC=C4N3N=CC(=C4)C#N,C21H22N6O3S,438.5,2,7,"['SCHEMBL21079623', 'BDBM407182', 'US10336762, Compound 123', '6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(1,1- dioxidotetrahydrothiophen- 3-yl)-4-(isopropylamino) nicotinamide']"
138703609,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(2-piperazin-1-ylpyrimidin-5-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN=C(N=C2)N3CCNCC3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C27H29FN10O2,544.6,4,11,"['SCHEMBL21079587', 'BDBM407976', 'US10336762, Compound 921', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3-methyl- butyl)-4-((2-(piperazin-1- yl)pyrimidin-5-yl)amino) nicotinamide']"
138703600,"4-[[(1R,3R)-3-aminocyclopentyl]amino]-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1N[C@@H]2CC[C@H](C2)N)C3=CC=C4N3N=CC(=C4)C#N)F)O,C24H28FN7O2,465.5,4,8,"['SCHEMBL21079578', 'BDBM407366', 'US10336762, Compound 308', '4-(((1R,3R)-3- aminocyclopentyl) amino)-6-(3-cyano- pyrrolo[1,2-b]pyridazin- 7-yl)-N-((R)-2-fluoro-3- hydroxy-3-methylbutyl) nicotinamide']"
138703907,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(3-hydroxy-3-methylcyclohexyl)amino]pyridine-3-carboxamide",CC1(CCCC(C1)NC2=CC(=NC=C2C(=O)NC[C@H](C(C)(C)O)F)C3=CC=C4N3N=CC(=C4)C#N)O,C26H31FN6O3,494.6,4,8,"['SCHEMBL21079896', 'BDBM407586', 'US10336762, Compound 528', 'US10336762, Compound 529', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((R)- 2-fluoro-3-hydroxy-3- methylbutyl)-4-((3- hydroxy-3-methylcyclo- hexyl)amino)nicotinamide']"
139315928,"4-[[(2S)-2-bicyclo[2.2.1]heptanyl]amino]-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1N[C@H]2CC3CCC2C3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C26H29FN6O2,476.5,3,7,"['SCHEMBL21161468', 'BDBM407162', 'US10336762, Compound 101', '4-(((1S,2S,4R)- bicyclo[2.2.1] heptan-2-yl)amino)-6-(3- cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((R)- 2-fluoro-3- hydroxy-3-methylbutyl) nicotinamide']"
138703915,"4-(2-carbamoylanilino)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CC=CC=C2C(=O)N)C3=CC=C4N3N=CC(=C4)C#N)F)O,C26H24FN7O3,501.5,4,8,"['SCHEMBL21079904', 'BDBM407440', 'US10336762, Compound 382', '(R)-4-((2-carbamoyl- phenyl)amino)-6-(3- cyanopyrrolo[1,2- b]pyridazin-7-yl)- N-(2-fluoro-3-hydroxy-3- methylbutyl)nicotinamide']"
138703890,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[4-[2-(2-oxo-1,3-oxazolidin-3-yl)propan-2-yl]anilino]pyridine-3-carboxamide",CC(C)(C1=CC=C(C=C1)NC2=CC(=NC=C2C(=O)NC[C@H](C(C)(C)O)F)C3=CC=C4N3N=CC(=C4)C#N)N5CCOC5=O,C31H32FN7O4,585.6,3,9,"['SCHEMBL21079879', 'BDBM407929', 'US10336762, Compound 874', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)-4-((4-(2-(2- oxooxazolidin-3-yl) propan-2-yl)phenyl) amino)nicotinamide']"
138703796,"methyl (2S)-2-[[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]methyl]azetidine-1-carboxylate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC[C@@H]2CCN2C(=O)OC)C3=CC=C4N3N=CC(=C4)C#N)F)O,C25H28FN7O4,509.5,3,9,"['SCHEMBL21079782', 'BDBM407945', 'US10336762, Compound 890', '(S)-methyl 2-(((2-(3- cyanopyrrolo[1,2- b]pyridazin-7-yl)-5-(((R)- 2-fluoro-3-hydroxy-3- methylbutyl)carbamoyl) pyridin-4-yl)amino) methyl)azetidine-1- carboxylate']"
138703722,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(oxolan-3-yl)-4-(propan-2-ylamino)pyridine-3-carboxamide",CC(C)NC1=CC(=NC=C1C(=O)NC2CCOC2)C3=CC=C4N3N=CC(=C4)C#N,C21H22N6O2,390.4,2,6,"['SCHEMBL21079706', 'BDBM407097', 'US10336762, Compound 36', '(S)-6-(3-cyanopyrrolo[1,2-b] pyridazin- 7-yl)-4-(isopropylamino)-N- (tetrahydrofuran-3-yl) nicotinamide']"
138703719,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[[3-[[(5-methyl-1,3,4-oxadiazol-2-yl)amino]methyl]cyclobutyl]amino]pyridine-3-carboxamide",CC1=NN=C(O1)NCC2CC(C2)NC3=CC(=NC=C3C(=O)NC[C@H](C(C)(C)O)F)C4=CC=C5N4N=CC(=C5)C#N,C27H30FN9O3,547.6,4,11,"['SCHEMBL21079702', 'SCHEMBL21080892', 'BDBM407752', 'US10336762, Compound 694', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((R)- 2-fluoro-3-hydroxy-3- methylbutyl)-4-(((1r,3R)-3- (((5-methyl-1,3,4-oxadiazol- 2-yl)amino)methyl)cyclo- butyl)amino)nicotinamide']"
138703644,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[[1-(2,2,2-trifluoroethyl)azetidin-3-yl]methylamino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NCC2CN(C2)CC(F)(F)F)C3=CC=C4N3N=CC(=C4)C#N)F)O,C25H27F4N7O2,533.5,3,11,"['SCHEMBL21079622', 'UHQAZTSEWZVLNI-JOCHJYFZSA-N', 'BDBM407962', 'US10336762, Compound 907', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)-4-(((1-(2,2,2- trifluoroethyl)azetidin-3- yl)methyl)amino) nicotinamide', '(R)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(2-fluoro-3-hydroxy-3-methylbutyl)-4-(((1-(2,2,2-trifluoroethyl)azetidin-3-yl)methyl)amino) nicotinamide']"
138703584,"5-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]-N-methylpyrimidine-2-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN=C(N=C2)C(=O)NC)C3=CC=C4N3N=CC(=C4)C#N)F)O,C25H24FN9O3,517.5,4,10,"['SCHEMBL21079560', 'BDBM407732', 'US10336762, Compound 674', '(R)-5-((2-(3-cyano- pyrrolo[1,2-b]pyridazin- 7-yl)-5-((2-fluoro-3- hydroxy-3-methylbutyl) carbamoyl)pyridin-4- yl)amino)-N-methyl- pyrimidine-2-carboxamide']"
139316128,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-4-[[4-(2,2-dimethylpropanoylamino)cyclohexyl]amino]-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)(C)C(=O)NC1CCC(CC1)NC2=CC(=NC=C2C(=O)NC[C@H](C(C)(C)O)F)C3=CC=C4N3N=CC(=C4)C#N,C30H38FN7O3,563.7,4,8,"['SCHEMBL21161705', 'BDBM407354', 'US10336762, Compound 296', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((R)- 2-fluoro-3-hydroxy-3- methylbutyl)-4-(((1r,4R)-4- pivalamidocyclohexyl) amino)nicotinamide']"
139316157,"methyl N-[4-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]cyclohexyl]carbamate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CCC(CC2)NC(=O)OC)C3=CC=C4N3N=CC(=C4)C#N)F)O,C27H32FN7O4,537.6,4,9,"['SCHEMBL21161746', 'SCHEMBL21162098', 'BDBM407372', 'US10336762, Compound 314', 'methyl ((1R,4r)-4-((2-(3- cyanopyrrolo[1,2-b] pyridazin-7-yl)-5-(((R)- 2-fluoro-3-hydroxy-3- methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclo- hexyl)carbamate']"
139316441,"2,2,2-trifluoroethyl N-[[3-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]cyclobutyl]methyl]carbamate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CC(C2)CNC(=O)OCC(F)(F)F)C3=CC=C4N3N=CC(=C4)C#N)F)O,C27H29F4N7O4,591.6,4,12,"['SCHEMBL21162140', 'WYPLUJCZGPCDEB-QDOIMOTRSA-N', 'BDBM407712', 'US10336762, Compound 654', '2,2,2-trifluoroethyl (((1R,3r)- 3-((2-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-5-(((R)- 2-fluoro-3-hydroxy-3- methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclo- butyl)methyl)carbamate', '2,2,2-trifluoroethyl (((1R,3r)-3-((2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-(((R)-2-fluoro-3-hydroxy-3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclo-butyl)methyl)carbamate']"
139316457,"methyl N-[1-[4-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[4-(cyclopropanecarbonylamino)cyclohexyl]carbamoyl]pyridin-4-yl]amino]phenyl]cyclopropyl]carbamate",COC(=O)NC1(CC1)C2=CC=C(C=C2)NC3=CC(=NC=C3C(=O)NC4CCC(CC4)NC(=O)C5CC5)C6=CC=C7N6N=CC(=C7)C#N,C35H36N8O4,632.7,4,8,"['SCHEMBL21162164', 'BDBM407921', 'US10336762, Compound 866', 'methyl (1-(4-((2-(3-cyano- pyrrolo[1,2-b]pyridazin-7- yl)-5-(((1r,4r)-4- (cyclopropanecarboxamido) cyclohexyl)carbamoyl) pyridin-4-yl)amino)phenyl) cyclopropyl)carbamate']"
139316454,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[[6-[3-(methoxymethyl)pyrrolidin-1-yl]pyridin-3-yl]amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN=C(C=C2)N3CCC(C3)COC)C4=CC=C5N4N=CC(=C5)C#N)F)O,C30H33FN8O3,572.6,3,10,"['SCHEMBL21162160', 'BDBM407940', 'US10336762, Compound 885', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((R)- 2-fluoro-3-hydroxy-3- methylbutyl)-4-((6-((R)-3- (methoxymethyl)pyrrolidin- 1-yl)pyridin-3-yl)amino) nicotinamide']"
139316453,"methyl N-[[4-[5-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]pyridin-2-yl]morpholin-2-yl]methyl]carbamate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN=C(C=C2)N3CCOC(C3)CNC(=O)OC)C4=CC=C5N4N=CC(=C5)C#N)F)O,C31H34FN9O5,631.7,4,12,"['SCHEMBL21162159', 'BDBM407942', 'US10336762, Compound 887', 'methyl (((S)-4-(5-((2-(3- cyanopyrrolo[1,2-b] pyridazin-7-yl)-5- (((R)-2-fluoro-3-hydroxy- 3-methylbutyl)carbamoyl) pyridin-4-yl)amino) pyridin-2-yl)morpholin-2- yl)methyl)carbamate']"
139316407,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[[(1S)-2-hydroxycyclopentyl]amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1N[C@H]2CCCC2O)C3=CC=C4N3N=CC(=C4)C#N)F)O,C24H27FN6O3,466.5,4,8,"['SCHEMBL21162074', 'BDBM407320', 'US10336762, Compound 261', '6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-((R)-2- fluoro-3-hydroxy-3- methylbutyl)-4-(((1S,2R)- 2-hydroxycyclopentyl) amino)nicotinamide']"
139316325,"methyl N-[4-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]-1-methylcyclohexyl]carbamate",CC1(CCC(CC1)NC2=CC(=NC=C2C(=O)NC[C@H](C(C)(C)O)F)C3=CC=C4N3N=CC(=C4)C#N)NC(=O)OC,C28H34FN7O4,551.6,4,9,"['SCHEMBL21161961', 'SCHEMBL21162126', 'BDBM407676', 'BDBM407677', 'US10336762, Compound 618', 'US10336762, Compound 619', 'methyl ((1R,4r)-4-((2- (3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-5-(((R)- 2-fluoro-3-hydroxy-3- methylbutyl)carbamoyl) pyridin-4-yl)amino)-1- methylcyclohexyl) carbamate', 'methyl ((1S,4s)-4-((2-(3- cyanopyrrolo[1,2-b] pyridazin-7-yl)-5-(((R)- 2-fluoro-3-hydroxy-3- methylbutyl)carbamoyl) pyridin-4-yl)amino)-1- methylcyclohexyl) carbamate']"
139316308,"oxetan-3-yl N-[4-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]cyclohexyl]carbamate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CCC(CC2)NC(=O)OC3COC3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C29H34FN7O5,579.6,4,10,"['SCHEMBL21161942', 'BDBM407338', 'US10336762, Compound 280', 'oxetan-3-yl ((1R,4r)-4- ((2-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-5- (((R)-2-fluoro-3-hydroxy- 3-methylbutyl)carbamoyl) pyridin-4-yl)amino)cyclo- hexyl)carbamate']"
138703514,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(2-oxospiro[1H-indole-3,1'-cyclopropane]-5-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CC3=C(C=C2)NC(=O)C34CC4)C5=CC=C6N5N=CC(=C6)C#N)F)O,C29H26FN7O3,539.6,4,8,"['SCHEMBL21079491', 'BDBM407723', 'US10336762, Compound 665', ""(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)-4-((2''- oxospiro[cyclopropane- 1,3''-indolin]-5''- yl)amino)nicotinamide""]"
138703662,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[[1-(2-methoxyethyl)pyrazol-4-yl]amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN(N=C2)CCOC)C3=CC=C4N3N=CC(=C4)C#N)F)O,C25H27FN8O3,506.5,3,9,"['SCHEMBL21079641', 'BDBM407178', 'US10336762, Compound 119', '(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro- 3-hydroxy-3-methylbutyl)-4- ((1-(2-methoxyethyl)- 1H-pyrazol-4-yl)amino) nicotinamide']"
138703616,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-4-[(4-hydroxy-1-bicyclo[2.2.2]octanyl)amino]-N-[(3S)-2-oxopyrrolidin-3-yl]pyridine-3-carboxamide",C1CNC(=O)[C@H]1NC(=O)C2=CN=C(C=C2NC34CCC(CC3)(CC4)O)C5=CC=C6N5N=CC(=C6)C#N,C26H27N7O3,485.5,4,7,"['SCHEMBL21079594', 'BDBM408015', 'US10336762, Compound 960', '(S)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-4-((4- hydroxybicyclo[2.2.2]octan- 1-yl)amino)-N-(2-oxo- pyrrolidin-3-yl)nicotinamide']"
138703607,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(2-methoxypyrimidin-5-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN=C(N=C2)OC)C3=CC=C4N3N=CC(=C4)C#N)F)O,C24H23FN8O3,490.5,3,10,"['SCHEMBL21079585', 'BDBM407648', 'US10336762, Compound 590', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)-4-((2- methoxypyrimidin- 5-yl)amino)nicotinamide']"
138703464,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[4-[(2-methylpropanoylamino)methyl]anilino]pyridine-3-carboxamide",CC(C)C(=O)NCC1=CC=C(C=C1)NC2=CC(=NC=C2C(=O)NC[C@H](C(C)(C)O)F)C3=CC=C4N3N=CC(=C4)C#N,C30H32FN7O3,557.6,4,8,"['SCHEMBL21079441', 'BDBM407262', 'US10336762, Compound 203', '(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro- 3-hydroxy-3- methylbutyl)-4-((4- (isobutyramidomethyl) phenyl)amino) nicotinamide']"
138703691,"4-[(3-acetamido-1-bicyclo[1.1.1]pentanyl)amino]-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2,3-difluoro-3-methylbutyl]pyridine-3-carboxamide",CC(=O)NC12CC(C1)(C2)NC3=CC(=NC=C3C(=O)NC[C@H](C(C)(C)F)F)C4=CC=C5N4N=CC(=C5)C#N,C26H27F2N7O2,507.5,3,8,"['SCHEMBL21079673', 'BDBM407552', 'US10336762, Compound 494', '(R)-4-((3-acetamido- bicyclo[1.1.1]pentan-1- yl)amino)-6-(3-cyano- pyrrolo[1,2-b]pyridazin- 7-yl)-N-(2,3-difluoro-3- methylbutyl)nicotinamide']"
138703433,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[2-(3,3-difluoroazetidin-1-yl)-2-oxoethyl]-4-[(4-hydroxy-1-bicyclo[2.2.2]octanyl)amino]pyridine-3-carboxamide",C1CC2(CCC1(CC2)NC3=CC(=NC=C3C(=O)NCC(=O)N4CC(C4)(F)F)C5=CC=C6N5N=CC(=C6)C#N)O,C27H27F2N7O3,535.5,3,9,"['SCHEMBL21079410', 'VYZWWNUUNDPENG-UHFFFAOYSA-N', 'BDBM407389', 'US10336762, Compound 331', '6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-(3,3- difluoroazetidin-1-yl)-2- oxoethyl)-4-((4- hydroxybicyclo[2.2.2] octan-1-yl)amino) nicotinamide', '6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-(3,3-difluoroazetidin-1-yl)-2-oxoethyl)-4-((4-hydroxybicyclo[2.2.2] octan-1-yl)amino) nicotinamide']"
138703407,"4-[(4-aminocyclohexyl)amino]-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CCC(CC2)N)C3=CC=C4N3N=CC(=C4)C#N)F)O,C25H30FN7O2,479.5,4,8,"['SCHEMBL21080948', 'SCHEMBL21080950', 'BDBM407374', 'US10336762, Compound 316', '4-(((1r,4R)-4-aminocyclo- hexyl)amino)-6-(3-cyano- pyrrolo[1,2-b]pyridazin-7- yl)-N-((R)-2-fluoro-3- hydroxy-3-methylbutyl) nicotinamide']"
138703540,"4-(1,3-benzothiazol-6-ylamino)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CC3=C(C=C2)N=CS3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C26H22FN7O2S,515.6,3,9,"['SCHEMBL21079516', 'BDBM407630', 'US10336762, Compound 572', '(R)-4-(benzo[d]thiazol-6- ylamino)-6-(3-cyano- pyrrolo[1,2-b]pyridazin-7- yl)-N-(2-fluoro-3-hydroxy-3- methylbutyl)nicotinamide']"
138703855,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[4-(cyclopropanecarbonylamino)cyclohexyl]-4-(pyridin-3-ylamino)pyridine-3-carboxamide",C1CC1C(=O)NC2CCC(CC2)NC(=O)C3=CN=C(C=C3NC4=CN=CC=C4)C5=CC=C6N5N=CC(=C6)C#N,C29H28N8O2,520.6,3,7,"['SCHEMBL21079843', 'BDBM407560', 'US10336762, Compound 502', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N- ((1r,4r)-4-(cyclopropane- carboxamido)cyclohexyl)- 4-(pyridin-3-ylamino) nicotinamide']"
