cid,Probability of not Antimicrobial,Probability of Antimicrobial
54537864,0.64086497,0.35913506
54732806,0.74454516,0.25545484
56627067,0.532146,0.467854
56632024,0.7918739,0.20812614
56634843,0.7841183,0.21588174
56968162,0.59074867,0.40925133
56977943,0.3322426,0.6677574
57246734,0.52309763,0.47690234
57251389,0.47498244,0.52501756
57349456,0.47321582,0.5267842
59891165,0.75540155,0.24459843
66599986,0.699015,0.30098495
66811505,0.7233889,0.2766111
67228673,0.40502328,0.5949767
67644571,0.51266354,0.48733646
68742335,0.46992815,0.53007185
69078418,0.6193011,0.3806989
69454489,0.54408985,0.45591015
69527463,0.4260577,0.5739423
69621407,0.7868276,0.21317239
70684952,0.6707324,0.32926762
70697554,0.5797684,0.42023158
70928815,0.26466846,0.73533154
71229475,0.5546762,0.4453238
71302592,0.8606578,0.13934219
71309464,0.7592336,0.2407664
71340416,0.86339283,0.13660716
71351698,0.7225058,0.27749416
71352385,0.4149531,0.5850469
71368152,0.41813684,0.58186316
71369906,0.52705044,0.47294956
71371189,0.18083912,0.8191609
71371190,0.5562595,0.4437405
71380931,0.33963454,0.66036546
71401941,0.41576588,0.5842341
71404160,0.5061197,0.49388027
71406419,0.6808103,0.31918973
71414969,0.22398365,0.77601635
71431203,0.7588764,0.24112363
71487589,0.47063804,0.52936196
71539358,0.9218511,0.07814892
71539359,0.62456834,0.37543163
71732376,0.9535394,0.04646063
71732377,0.8808264,0.119173564
71744251,0.54408985,0.45591015
71776184,0.71914685,0.28085315
73265308,0.30494434,0.69505566
76973118,0.95071816,0.049281843
77844502,0.6723444,0.3276556
77844503,0.16533935,0.83466065
77844690,0.65963393,0.34036607
87150598,0.2656752,0.7343248
89858725,0.6701733,0.32982674
90348021,0.23546815,0.76453185
91084800,0.6936762,0.30632383
91150325,0.20373273,0.7962673
91483617,0.38098425,0.61901575
91524621,0.7623427,0.23765728
91668483,0.9122977,0.08770225
91927745,0.9583593,0.04164071
92131873,0.73757803,0.26242194
93982611,0.08675611,0.9132439
93982631,0.8513824,0.14861766
100932477,0.49164724,0.50835276
100938413,0.29802132,0.7019787
100998153,0.5335523,0.4664477
100998155,0.44742543,0.5525746
101011598,0.8758075,0.124192454
101039156,0.7011257,0.29887432
101784714,0.49449557,0.5055044
101947567,0.22133255,0.77866745
102067368,0.6020526,0.39794737
102152336,0.77743095,0.22256903
102301571,0.8021736,0.19782639
102339225,0.081935406,0.9180646
102381544,0.033087134,0.96691287
102381563,0.45586824,0.54413176
102428366,0.5775409,0.4224591
102504521,0.62867516,0.37132484
118989478,0.64385414,0.35614586
118991702,0.64150494,0.35849506
118992169,0.4128288,0.5871712
122129480,0.9065517,0.09344826
122130785,0.8950948,0.104905166
122707085,0.29935318,0.7006468
124223956,0.65963393,0.34036607
126567501,0.7960342,0.20396581
126567728,0.6821875,0.3178125
126567807,0.52168524,0.4783148
126968624,0.30609715,0.69390285
126969176,0.28978974,0.71021026
127258186,0.48928863,0.5107114
127258188,0.50995785,0.49004215
127259583,0.71473897,0.285261
127260544,0.65932184,0.34067816
129287424,0.5598718,0.4401282
129653012,0.39756268,0.6024373
131850520,0.4849131,0.5150869
132274322,0.28584397,0.71415603
134715452,0.62442446,0.37557557
135400896,0.8769662,0.12303383
135406997,0.5143639,0.48563614
135407752,0.35111874,0.64888126
135409287,0.5257535,0.47424647
135453913,0.8017414,0.1982586
135456222,0.7699876,0.23001239
135461724,0.60750985,0.39249018
135463451,0.50259614,0.49740383
135467705,0.10001886,0.89998114
135475611,0.6362878,0.3637122
135483765,0.87791955,0.12208044
135492361,0.7191311,0.2808689
135503657,0.4839902,0.5160098
135508096,0.34879345,0.65120655
135514572,0.59745175,0.40254825
135527049,0.63417625,0.36582375
135538691,0.37839293,0.62160707
135538692,0.38750452,0.6124955
135538694,0.39688236,0.60311764
135538696,0.39305836,0.60694164
135541390,0.41205788,0.5879421
135542427,0.4225046,0.5774954
135547062,0.88612086,0.11387913
135554419,0.7559347,0.24406528
135578002,0.89352566,0.10647435
135582356,0.5778742,0.42212585
135582771,0.59377253,0.40622744
135596630,0.82708657,0.17291346
135616961,0.7809645,0.21903554
135618546,0.35059738,0.6494026
135618594,0.4329483,0.5670517
135625266,0.7720088,0.22799121
135625267,0.726172,0.27382806
135741933,0.5398465,0.46015352
135763231,0.5640956,0.4359044
135778987,0.8741944,0.12580559
135848702,0.7268289,0.27317113
135849775,0.7042111,0.29578888
135849776,0.56057024,0.43942973
135854977,0.6439135,0.35608652
135856015,0.6885479,0.3114521
135960915,0.88154674,0.11845329
135962086,0.58162403,0.41837594
135973951,0.48769712,0.5123029
136020842,0.82911634,0.17088363
136030678,0.052269638,0.94773036
136118471,0.6709367,0.3290633
136138664,0.3717968,0.6282032
136161656,0.58674204,0.41325793
136168433,0.8422314,0.1577686
136199998,0.64088273,0.35911724
136229414,0.65567183,0.34432814
136238394,0.38154167,0.61845833
136238397,0.6285738,0.37142625
136273848,0.84695256,0.15304743
136274575,0.61686313,0.3831369
136666654,0.88178676,0.118213214
136670059,0.3217486,0.6782514
136735805,0.7534079,0.24659212
136756019,0.580338,0.419662
136803255,0.71116316,0.28883687
137036988,0.5789619,0.4210381
137218731,0.46065634,0.53934366
139086336,0.13520986,0.86479014
145710370,0.93807185,0.061928146
146013455,0.7322855,0.2677145
154703629,0.67167675,0.32832327
154726241,0.79049987,0.20950013
154730315,0.7951286,0.20487139
155290824,0.25396484,0.74603516
155903787,0.7940059,0.20599416
155903791,0.58596766,0.41403234
155903793,0.7544041,0.24559587
155905644,0.9582286,0.041771438
155905705,0.9176455,0.0823545
155906447,0.9012096,0.09879044
156619778,0.64150494,0.35849506
163199084,0.42648834,0.57351166
163199202,0.7974227,0.20257731
1932,0.4079923,0.5920077
5270,0.77866775,0.22133227
27476,0.6170272,0.38297278
65269,0.6601194,0.33988062
72190,0.68504715,0.31495285
72261,0.4888947,0.5111053
73651,0.57577336,0.4242266
73662,0.58494055,0.41505942
96124,0.80146384,0.19853619
96851,0.52746487,0.47253513
97184,0.62544423,0.37455577
100416,0.13073498,0.869265
102197,0.40534592,0.5946541
102213,0.722703,0.277297
107502,0.15351784,0.84648216
108175,0.4442296,0.5557704
122636,0.6725265,0.32747355
147569,0.30494434,0.69505566
160751,0.42648834,0.57351166
167350,0.82599056,0.17400941
169662,0.2553473,0.7446527
171555,0.37425017,0.6257498
189165,0.6352255,0.36477453
448222,0.55726296,0.44273704
451774,0.63970125,0.36029878
451817,0.7719692,0.22803082
452021,0.4563564,0.5436436
452022,0.45422184,0.54577816
452023,0.48321313,0.5167869
452091,0.57263434,0.4273657
452093,0.2592805,0.7407195
452094,0.31277996,0.68722004
452097,0.18364865,0.81635135
452613,0.4770462,0.5229538
452858,0.7289495,0.2710505
510978,0.5556297,0.44437033
512127,0.29918724,0.70081276
2729612,0.2964812,0.7035188
2779363,0.45684993,0.54315007
3006222,0.44139308,0.5586069
3007216,0.06571394,0.93428606
3013082,0.72557044,0.27442953
3035491,0.6043507,0.39564934
3080604,0.39263397,0.607366
6398669,0.6362003,0.3637997
6441200,0.64385414,0.35614586
6451965,0.77231383,0.2276862
10015847,0.4828689,0.5171311
10198943,0.70041454,0.29958546
10357262,0.5630088,0.43699124
10492927,0.7995323,0.20046769
10517505,0.57893723,0.42106277
10615718,0.74432015,0.25567988
10716626,0.18273741,0.8172626
10807167,0.46547675,0.53452325
10849690,0.52309763,0.47690234
11065406,0.6469815,0.35301852
11162398,0.40003574,0.59996426
11254830,0.6234076,0.3765924
11727150,0.112817824,0.8871822
11758878,0.48669118,0.5133088
11780619,0.692695,0.307305
11821635,0.769062,0.23093803
11957496,0.4533587,0.5466413
11957602,0.736446,0.26355398
14061175,0.21820784,0.78179216
14188467,0.48716795,0.51283205
14803551,0.73457855,0.26542145
15289164,0.14020288,0.8597971
15289165,0.12016034,0.87983966
15858561,0.5976057,0.40239432
15926747,0.51293635,0.48706362
15938965,0.74508506,0.25491494
16760025,0.7200748,0.27992526
21829540,0.7472419,0.2527581
22791353,0.38092,0.61908
22885207,0.113367975,0.886632
60074446,0.32355684,0.67644316
70700492,0.25617248,0.7438275
71314761,0.43858957,0.5614104
77844500,0.7908651,0.20913488
86592810,0.21897846,0.78102154
135410907,0.5209732,0.4790268
135412763,0.8708092,0.12919082
135503550,0.9056932,0.094306834
135506574,0.20607013,0.7939299
135538689,0.42256325,0.57743675
135544588,0.8474016,0.15259837
135602211,0.7332192,0.2667808
135618591,0.8596442,0.14035586
135771852,0.5581225,0.44187745
136806184,0.5795869,0.42041308
1869,0.736446,0.26355398
98140,0.70709044,0.29290956
101516,0.7617492,0.23825078
169061,0.6451167,0.3548833
250904,0.76777285,0.23222716
259853,0.60832095,0.39167908
270262,0.6839794,0.31602064
321729,0.68650055,0.31349945
353671,0.3839301,0.6160699
356786,0.47403604,0.52596396
445093,0.64876664,0.3512334
445762,0.55192935,0.44807062
452051,0.2347691,0.7652309
453757,0.36558068,0.6344193
455763,0.2255655,0.7744345
456109,0.781268,0.21873203
459895,0.6782598,0.3217402
462166,0.7802584,0.21974161
470030,0.24582005,0.75417995
472823,0.6258621,0.3741379
472825,0.67682254,0.32317746
477850,0.7627294,0.23727062
500026,0.59794974,0.4020503
512706,0.5902277,0.40977225
3009860,0.4808504,0.5191496
3034648,0.46457845,0.53542155
5272754,0.64264154,0.35735846
5273488,0.5485752,0.45142478
5273490,0.48977804,0.51022196
5274365,0.5805003,0.4194997
6992262,0.49482912,0.5051709
9861413,0.24555129,0.7544487
9925859,0.7656888,0.2343112
9948218,0.30612975,0.69387025
10063737,0.40605962,0.5939404
10085225,0.6244514,0.3755486
10266554,0.68101543,0.31898457
10356196,0.3701473,0.6298527
10356486,0.36311716,0.63688284
10381436,0.3363195,0.6636805
10400520,0.590058,0.40994197
10424703,0.27452385,0.72547615
10471224,0.15878683,0.84121317
10588022,0.64282787,0.3571721
10610657,0.7672985,0.2327015
10705876,0.5151429,0.4848571
10802684,0.5781969,0.4218031
11078363,0.463152,0.536848
11121872,0.3443154,0.6556846
11173824,0.06459981,0.9354002
11324342,0.50972664,0.4902734
11335407,0.7234144,0.27658555
11501773,0.17185819,0.8281418
11783210,0.63597864,0.36402136
12115951,0.634641,0.365359
12303938,0.6766467,0.32335326
12358321,0.74454516,0.25545484
12358325,0.7473444,0.25265563
12777818,0.22579485,0.77420515
12777820,0.1937741,0.8062259
12939901,0.3534879,0.6465121
13871032,0.51638603,0.483614
13989335,0.23383003,0.76616997
13989343,0.21070325,0.78929675
13989345,0.37735987,0.62264013
13989347,0.38413876,0.61586124
14018268,0.85855454,0.14144546
14481266,0.51113343,0.48886657
14727679,0.48276424,0.51723576
14999718,0.3199498,0.6800502
15051913,0.5338923,0.46610773
15172905,0.29262358,0.7073764
15276896,0.78592074,0.21407929
15516023,0.5333652,0.4666348
15612862,0.4667555,0.5332445
15693485,0.46914643,0.53085357
15931300,0.6466613,0.3533387
20722670,0.5108996,0.4891004
21140199,0.5674236,0.43257645
21145733,0.7289495,0.2710505
21634414,0.7732755,0.22672452
22861866,0.7505131,0.24948694
22880800,0.16218466,0.83781534
22880803,0.40028924,0.59971076
22880806,0.19101125,0.80898875
22880824,0.48827082,0.5117292
22880825,0.25688964,0.74311036
22880826,0.5751587,0.4248413
22899182,0.48232448,0.5176755
23421209,0.788424,0.21157601
23518344,0.3082798,0.6917202
23519663,0.7955446,0.20445536
23519677,0.7329867,0.26701328
23545530,0.5011661,0.49883386
24867503,0.55726296,0.44273704
25182694,0.3144949,0.6855051
25231310,0.3338694,0.6661306
44290695,0.48642147,0.51357853
44355029,0.28373504,0.71626496
44401919,0.25936395,0.74063605
44451208,0.3235001,0.6764999
49779988,0.6917913,0.30820867
53322921,0.40708178,0.5929182
53678903,0.3674354,0.6325646
53909434,0.5778346,0.42216536
53940462,0.659481,0.340519
54017251,0.57619107,0.42380893
54069128,0.507785,0.49221498
54121140,0.5732519,0.4267481
54256130,0.3763135,0.6236865
54336181,0.719393,0.28060699
54475355,0.6109582,0.3890418
54501668,0.717525,0.28247502
58761796,0.43849993,0.5615001
59035009,0.34158236,0.65841764
59252566,0.19451529,0.8054847
59503999,0.5133461,0.48665395
59504014,0.5133461,0.48665395
60074498,0.495937,0.504063
66906535,0.35491282,0.6450872
67703952,0.5486051,0.4513949
67841222,0.6092967,0.39070332
67841326,0.6092967,0.39070332
67853778,0.4319625,0.5680375
67860541,0.6233589,0.3766411
68200381,0.6489611,0.35103887
69078520,0.59074867,0.40925133
69762616,0.5326562,0.46734384
70587122,0.35196167,0.6480383
71354368,0.403166,0.596834
77844687,0.5201854,0.4798146
86592812,0.20758975,0.79241025
86751195,0.43427306,0.56572694
87824325,0.13964283,0.86035717
88175526,0.74238837,0.25761163
89971724,0.6632089,0.3367911
90673795,0.54896003,0.45103997
90673800,0.7207856,0.27921438
91351996,0.56028396,0.43971604
117908218,0.58644533,0.41355467
121009003,0.77343935,0.22656067
121486739,0.5503527,0.44964734
121486742,0.42539752,0.5746025
121486746,0.47022802,0.529772
121486748,0.7623427,0.23765728
121486756,0.3546791,0.6453209
121486764,0.09269863,0.90730137
121486765,0.18898505,0.81101495
121486766,0.5946971,0.4053029
121486770,0.15270847,0.8472915
121486796,0.6289857,0.3710143
121486812,0.7473444,0.25265563
121486817,0.69362724,0.30637276
121486818,0.5618396,0.43816045
121486824,0.53055084,0.46944913
121486825,0.60578775,0.39421225
121486833,0.7761003,0.22389969
121486842,0.7083659,0.29163408
121486843,0.5894158,0.41058424
121486851,0.3599792,0.6400208
121486852,0.58135855,0.41864142
121486870,0.67885995,0.32114002
121486881,0.8037343,0.1962657
121486893,0.35557014,0.64442986
121486894,0.85505813,0.14494188
121486895,0.26467234,0.73532766
121486900,0.4857732,0.5142268
121486901,0.51394874,0.48605126
121486905,0.3057965,0.6942035
121486908,0.71232307,0.28767696
121486909,0.6151562,0.38484386
121486913,0.47530025,0.52469975
121486915,0.7363412,0.26365882
121486916,0.64416885,0.35583115
121487559,0.431957,0.568043
121487869,0.20505756,0.79494244
121487870,0.2926343,0.7073657
121487874,0.29764408,0.7023559
126961829,0.18935376,0.81064624
131883911,0.73466957,0.26533043
131884455,0.6180959,0.38190413
133611960,0.6170272,0.38297278
135582767,0.60700613,0.39299387
135764598,0.52682036,0.47317964
136232705,0.55273724,0.44726276
136260090,0.50183475,0.49816522
136633725,0.7492225,0.25077748
137139924,0.81071895,0.18928103
154716223,0.407726,0.592274
156594202,0.16404867,0.8359513
142,0.6362003,0.3637997
149,0.32048482,0.6795152
3367,0.40926892,0.5907311
72201,0.35578322,0.6442168
97515,0.65578353,0.34421647
97577,0.9751247,0.02487528
102216,0.77038157,0.22961846
126704,0.5516508,0.44834918
132663,0.11909789,0.8809021
146108,0.8366515,0.16334851
159285,0.73308134,0.26691863
160130,0.7613343,0.23866569
193428,0.82934767,0.17065232
193541,0.7229315,0.27706853
204132,0.07417202,0.925828
228966,0.2172265,0.7827735
260471,0.4851576,0.5148424
263976,0.85887897,0.14112104
270861,0.09002167,0.90997833
350902,0.7386719,0.2613281
451367,0.572977,0.427023
452281,0.49499488,0.5050051
453832,0.72611284,0.2738872
455766,0.5275285,0.47247148
456648,0.44662315,0.55337685
459896,0.6551072,0.3448928
476448,0.4305038,0.5694962
481527,0.12147403,0.878526
492407,0.104610085,0.8953899
492408,0.34461045,0.65538955
503008,0.6210705,0.3789295
503012,0.5673661,0.43263388
510946,0.22048217,0.7795178
510947,0.04544264,0.95455736
510979,0.34964663,0.6503534
1620177,0.6233839,0.3766161
3011745,0.52049136,0.4795086
3081401,0.61650264,0.38349733
5319815,0.8669435,0.13305649
6480444,0.776309,0.22369102
6560357,0.74454516,0.25545484
7075199,0.62963116,0.37036884
9796412,0.5390989,0.46090108
9824370,0.20522189,0.7947781
9883190,0.38477838,0.6152216
9994200,0.48131126,0.51868874
10067373,0.3375861,0.6624139
10105820,0.9795335,0.020466484
10108316,0.052408695,0.9475913
10264875,0.61234426,0.38765574
10266777,0.3724823,0.6275177
10357410,0.46903557,0.53096443
10380149,0.45004445,0.54995555
10469019,0.3962385,0.6037615
10469766,0.5892657,0.41073433
10490949,0.5151429,0.4848571
10521478,0.3534879,0.6465121
10588021,0.64282787,0.3571721
10611929,0.73466957,0.26533043
10730382,0.72523904,0.27476096
10755180,0.73432136,0.26567864
10831407,0.31625032,0.6837497
10890867,0.7473444,0.25265563
10892274,0.78372097,0.21627906
10946114,0.39934605,0.60065395
11004885,0.16626084,0.83373916
11022827,0.5700272,0.42997283
11023772,0.397659,0.602341
11130341,0.5415137,0.4584863
11130655,0.70365417,0.2963458
11208563,0.34951687,0.65048313
11232828,0.31340945,0.68659055
11601597,0.34777635,0.65222365
11812423,0.18696272,0.8130373
12018568,0.14405978,0.8559402
12994352,0.56756485,0.43243518
13009595,0.41384697,0.58615303
14132953,0.32440346,0.67559654
14132955,0.5396528,0.46034715
14179187,0.6170272,0.38297278
14366984,0.7344062,0.26559383
14430336,0.27643955,0.72356045
14581958,0.9013807,0.09861927
14654364,0.76282376,0.23717622
14702157,0.46999204,0.53000796
14803115,0.2569098,0.7430902
14803116,0.2569098,0.7430902
15059928,0.7707449,0.2292551
15104850,0.49713123,0.5028688
15104857,0.41949195,0.58050805
15119224,0.28876078,0.7112392
15172869,0.24492657,0.7550734
15172876,0.2594567,0.7405433
15476623,0.45367366,0.54632634
15485096,0.42384082,0.5761592
15613706,0.84707916,0.15292081
15729466,0.583336,0.416664
15938966,0.83517987,0.16482012
18632907,0.6312488,0.36875123
21147325,0.4749856,0.5250144
21580289,0.73246706,0.26753297
21592214,0.24772501,0.752275
21668259,0.69316614,0.3068339
21676022,0.64192826,0.35807174
21767591,0.662833,0.337167
23724732,0.80069655,0.19930346
25886830,0.5810878,0.4189122
44629931,0.58494055,0.41505942
49784135,0.037987113,0.9620129
53791036,0.48630464,0.51369536
54339089,0.48418254,0.51581746
67965833,0.84620094,0.15379903
70365165,0.8227213,0.17727868
70385614,0.7644529,0.23554711
71366478,0.4691292,0.5308708
71371890,0.28696942,0.7130306
71539360,0.6373136,0.36268637
73345328,0.64360285,0.35639715
101609392,0.53992593,0.46007407
101633999,0.61101437,0.38898563
102122294,0.18551469,0.8144853
102122295,0.25365776,0.74634224
102505450,0.7009227,0.29907724
121216595,0.49757951,0.5024205
131883912,0.7359215,0.2640785
135616717,0.7523225,0.2476775
135926583,0.7523225,0.2476775
136190395,0.7492448,0.2507552
136260496,0.67227924,0.3277208
136823426,0.59745175,0.40254825
136898426,0.6017847,0.39821532
14978,0.12701052,0.8729895
18881,0.61541605,0.38458395
25447,0.7802584,0.21974161
65165,0.46238863,0.53761137
72246,0.75540155,0.24459843
73317,0.5104893,0.48951072
95121,0.17184985,0.82815015
97119,0.67124116,0.32875884
97453,0.108930945,0.89106905
97467,0.79625964,0.20374037
97480,0.61541605,0.38458395
97627,0.8677142,0.13228577
97692,0.6493725,0.35062748
99549,0.6095872,0.39041278
100327,0.46295637,0.53704363
147839,0.3013004,0.6986996
159738,0.49248195,0.50751805
161470,0.7451074,0.2548926
161605,0.7361057,0.26389435
161884,0.53850484,0.46149513
354624,0.57113373,0.42886624
439946,0.6695596,0.33044037
443234,0.7882288,0.2117712
447199,0.7296902,0.27030984
447916,0.74454516,0.25545484
451450,0.78054166,0.21945831
452095,0.25620294,0.74379706
452986,0.54119986,0.45880014
472824,0.7177843,0.28221568
493225,0.7326578,0.2673422
3006170,0.08545411,0.9145459
3006960,0.42398518,0.5760148
3007918,0.4692636,0.5307364
5494430,0.5648849,0.43511507
6474236,0.56357276,0.43642727
6480505,0.75162315,0.24837685
6483431,0.06502521,0.9349748
9862185,0.6549884,0.34501162
9878825,0.5841706,0.4158294
9900805,0.5617575,0.4382425
9903844,0.74580073,0.25419924
10266795,0.822961,0.17703901
10358690,0.27888507,0.72111493
10859911,0.5466356,0.4533644
10903360,0.440597,0.559403
10945668,0.4746521,0.5253479
10979410,0.534702,0.465298
11001292,0.59288925,0.40711075
11066758,0.57869375,0.42130625
11119839,0.054694593,0.9453054
11243974,0.47670782,0.5232922
11507134,0.9133906,0.08660943
11821521,0.6665215,0.3334785
11825687,0.21045661,0.7895434
15160100,0.7386719,0.2613281
15590161,0.9580619,0.0419381
15677395,0.48131126,0.51868874
15926749,0.49462384,0.50537616
15955633,0.42415327,0.57584673
16667722,0.9195744,0.08042561
21116879,0.35301858,0.6469814
21677217,0.57310766,0.42689234
21769737,0.6309192,0.3690808
22848660,0.80175614,0.19824384
22880802,0.7180152,0.28198478
44633776,0.06454247,0.9354575
53763859,0.532146,0.467854
71356782,0.60146683,0.39853317
71442564,0.24820775,0.75179225
127256358,0.36475277,0.63524723
135407853,0.8039357,0.19606428
135433550,0.7100532,0.28994676
135435111,0.7363072,0.2636928
135449281,0.84550655,0.15449347
135519069,0.3067009,0.6932991
135692738,0.45196247,0.5480375
135718453,0.5625244,0.43747562
135764626,0.70282686,0.29717314
136381024,0.77912843,0.2208716
11824,0.075038075,0.9249619
65086,0.6621539,0.3378461
65102,0.7121304,0.2878696
65166,0.7868276,0.21317239
72182,0.46166962,0.5383304
72194,0.28397745,0.71602255
72195,0.25811082,0.7418892
72968,0.60430944,0.3956906
96410,0.6707324,0.32926762
123674,0.37354004,0.62645996
128924,0.6902771,0.30972287
160418,0.52146876,0.47853127
175972,0.5679196,0.4320804
247678,0.23718226,0.76281774
255105,0.39874184,0.60125816
448403,0.49784648,0.5021535
451360,0.68504715,0.31495285
451448,0.9136724,0.0863276
451875,0.6748424,0.32515758
459890,0.4084702,0.5915298
493440,0.509977,0.49002302
3034423,0.7556908,0.24430922
3034808,0.4601121,0.5398879
3037127,0.7571107,0.24288926
3080719,0.7803469,0.21965314
3081162,0.3052824,0.6947176
3083166,0.49473673,0.50526327
9796227,0.587237,0.41276303
9881867,0.42313755,0.57686245
9973143,0.38545817,0.6145418
10087961,0.38489372,0.6151063
10220985,0.64385414,0.35614586
10265713,0.57334375,0.42665625
10265867,0.36311716,0.63688284
10446782,0.29105824,0.70894176
10660621,0.76514757,0.23485245
10934996,0.47334063,0.52665937
10999973,0.6162006,0.38379937
11065470,0.68650055,0.31349945
11290467,0.67061937,0.3293806
11832914,0.70709044,0.29290956
11953391,0.4851576,0.5148424
12777819,0.29877537,0.7012246
13830101,0.11701292,0.8829871
14188779,0.7516021,0.2483979
14803093,0.64385414,0.35614586
14860269,0.44819975,0.55180025
14860273,0.620383,0.379617
24886781,0.49788642,0.5021136
25202364,0.48116237,0.51883763
42607051,0.60716075,0.39283925
44199361,0.73526436,0.26473564
71360057,0.49004096,0.50995904
71391798,0.2933342,0.7066658
71775556,0.42425424,0.57574576
135413551,0.95821506,0.041784924
135417318,0.5845268,0.4154732
135440620,0.54697615,0.45302385
135511868,0.44186848,0.5581315
136045770,0.5795858,0.42041418
5894,0.59587896,0.40412107
23190,0.6306485,0.3693515
72248,0.47403604,0.52596396
83862,0.7062632,0.29373682
96312,0.5808593,0.41914073
96547,0.3377933,0.6622067
97186,0.10541326,0.89458674
198689,0.6113384,0.3886616
440142,0.6948848,0.3051152
447864,0.36721188,0.6327881
451365,0.6015756,0.39842436
5273012,0.48155928,0.5184407
6453528,0.7344062,0.26559383
6913230,0.5351372,0.46486285
9816781,0.8324382,0.16756183
11023641,0.33463722,0.6653628
12803302,0.32466972,0.6753303
135403801,0.8877016,0.11229843
135407110,0.6766659,0.3233341
135445750,0.67619264,0.32380733
135501934,0.70118093,0.29881907
135856077,0.5216776,0.47832242
191,0.74454516,0.25545484
6245,0.4692636,0.5307364
12852,0.4322822,0.5677178
65095,0.6585157,0.3414843
82530,0.73757803,0.26242194
94136,0.75570464,0.24429536
96373,0.684059,0.31594098
97131,0.59074867,0.40925133
98567,0.6170946,0.38290542
122619,0.769062,0.23093803
165600,0.656487,0.34351304
440004,0.5577842,0.44221583
447594,0.75839245,0.24160755
3011893,0.3705833,0.6294167
9971101,0.57318693,0.42681307
10446489,0.5901743,0.4098257
11301215,0.30080962,0.6991904
97188,0.578899,0.42110094
97297,0.07657379,0.9234262
439693,0.87573224,0.12426778
439924,0.7616559,0.23834406
451362,0.5066025,0.49339744
500900,0.51638603,0.483614
3000603,0.48399156,0.51600844
10686845,0.43853068,0.5614693
11393191,0.7574511,0.2425489
135433495,0.38122588,0.6187741
135491415,0.5833895,0.41661048
8975,0.40926892,0.5907311
9570,0.3014692,0.6985308
41211,0.7754646,0.22453539
64975,0.7866938,0.2133062
65399,0.064680874,0.9353191
72180,0.47403604,0.52596396
96544,0.3534879,0.6465121
100253,0.68650055,0.31349945
439176,0.32048482,0.6795152
676166,0.7556908,0.24430922
5327118,0.3550762,0.6449238
135406950,0.7840113,0.21598868
135501639,0.6006156,0.3993844
6303,0.6748424,0.32515758
17513,0.9195744,0.08042561
64959,0.7692944,0.23070563
65085,0.5810878,0.4189122
68368,0.72033364,0.27966636
72200,0.58494055,0.41505942
102175,0.736446,0.26355398
104762,0.9637671,0.036232866
168948,0.7886758,0.21132423
439182,0.6362003,0.3637997
657237,0.40926892,0.5907311
2724387,0.53604364,0.46395633
12599,0.7225953,0.27740473
20279,0.4334507,0.5665493
21704,0.74454516,0.25545484
2723654,0.2964812,0.7035188
135398593,0.89973825,0.10026176
135398641,0.8877016,0.11229843
6083,0.7062632,0.29373682
8974,0.4533587,0.5466413
13730,0.75540155,0.24459843
93003,0.35301858,0.6469814
135398635,0.59745175,0.40254825
60961,0.74454516,0.25545484
97445,0.49942935,0.50057065
128656,0.8683778,0.13162217
151360,0.3917591,0.6082409
191008,0.6317568,0.36824322
215491,0.3535033,0.6464967
234984,0.55196476,0.4480352
250899,0.26073623,0.7392638
265574,0.6711929,0.32880715
266349,0.075691104,0.9243089
266939,0.2550825,0.7449175
272039,0.22256666,0.77743334
285676,0.46208978,0.5379102
287709,0.18780392,0.8121961
291693,0.41428423,0.5857158
297594,0.29935318,0.7006468
301080,0.16298926,0.83701074
308234,0.37386745,0.62613255
316992,0.7111796,0.28882042
320720,0.3033049,0.6966951
323498,0.79360294,0.20639706
331904,0.51802444,0.48197556
353670,0.54424787,0.45575216
355900,0.13730472,0.8626953
355902,0.15149355,0.84850645
360530,0.572977,0.427023
369492,0.73749447,0.26250553
392120,0.27689445,0.72310555
451912,0.3864029,0.6135971
453195,0.2042191,0.7957809
486175,0.38765943,0.61234057
489849,0.15436935,0.84563065
506144,0.58508515,0.41491485
511017,0.73021924,0.26978078
511450,0.98520255,0.0147974575
585376,0.48074895,0.51925105
600164,0.4683565,0.5316435
1254895,0.55726296,0.44273704
1277764,0.7868276,0.21317239
1549370,0.74508506,0.25491494
3007221,0.115060866,0.88493913
3010374,0.44934708,0.5506529
3010379,0.075691104,0.9243089
3012227,0.2584287,0.7415713
3013084,0.8380806,0.16191941
3055694,0.59603155,0.40396842
3246447,0.62659836,0.37340164
3363163,0.5351372,0.46486285
4399980,0.5920535,0.40794653
5231199,0.6446922,0.35530785
5271296,0.08737391,0.9126261
5273519,0.6789076,0.32109243
5273520,0.46467447,0.5353255
5276735,0.6929635,0.3070365
5278280,0.28643072,0.7135693
5278281,0.44303554,0.55696446
5287590,0.8658248,0.13417518
5342881,0.55726296,0.44273704
6332463,0.49197716,0.50802284
6334197,0.26524413,0.7347559
6481832,0.9733847,0.026615297
6553756,0.45684993,0.54315007
6603694,0.6170946,0.38290542
6713638,0.57310766,0.42689234
7104031,0.56646067,0.43353933
7156910,0.2964812,0.7035188
7197058,0.49942935,0.50057065
7264506,0.788424,0.21157601
7264507,0.75570464,0.24429536
10244806,0.4851576,0.5148424
10445690,0.54768014,0.45231983
10893330,0.81104237,0.18895765
14162717,0.3013004,0.6986996
14409040,0.31153667,0.68846333
14430362,0.38142407,0.61857593
14607014,0.5013246,0.4986754
