baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid
63474043,Active,1852,24831321,2530952,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[[5-(2-Bromophenyl)-1,3,4-oxadiazol-2-yl]methyl]-4,5-dichloropyridazin-3-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474044,Active,1852,24833045,2100274,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-[4-(2,3-Dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazin-1-yl]thieno[2,3-d]pyrimidine",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474046,Active,1852,26660103,900031,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-(1-acetylindol-3-yl)-2-chloro-N-(4-methylphenyl)acetamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474048,Active,1852,26671082,17576722,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,C20H15BrN6S,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474049,Active,1852,26725079,16745397,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"(2R,6S,7R,9R,12S,16S)-6-hydroxy-15-[(1S)-1-[5-(hydroxymethyl)-4-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-2,16-dimethyl-8-oxapentacyclo[9.7.0.02,7.07,9.012,16]octadec-4-en-3-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474050,Active,1852,26725081,14314897,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"alpha,beta-Dehydrocurvularin",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474051,Active,1852,26725766,9607375,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-{(2E)-2-[(2E)-(furan-2-ylmethylidene)hydrazinylidene]-2,3-dihydro-1,3-thiazol-4-yl}-N,N-dimethylbenzenesulfonamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474052,Active,1852,26727235,2742284,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-(4-chlorophenyl)-2,5-dimethyl-1-phenyl-1H-pyrrole-3-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474053,Active,1852,47196646,951647,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-{1-[2-(2,5-dimethylphenoxy)ethyl]-1H-indol-3-yl}ethanone",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474054,Active,1852,47199389,2990902,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,5-chloro-2-ethylsulfonyl-N-(4-methylphenyl)pyrimidine-4-carboxamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474055,Active,1852,47204454,23724418,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,2-[(E)-2-(4-Diethylamino-2-methoxy-phenyl)-vinyl]-1-methyl-pyridinium,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474057,Active,1852,49646076,135537481,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[(2,4-Dinitro-phenyl)-hydrazonomethyl]-4-nitro-phenol",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474058,Active,1852,49646645,5395920,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,7-hydroxy-4-(4-methoxyphenyl)-8-methyl-2H-chromen-2-one,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474059,Active,1852,49647030,135549542,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,3-(2-hydroxyphenyl)-2-[(E)-2-(2-hydroxyphenyl)ethenyl]quinazolin-4(3H)-one,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474061,Active,1852,49649301,5731541,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[(E)-2-(2,5-dimethoxyphenyl)vinyl]quinolin-8-ol",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474065,Active,1852,49671080,1941714,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3,4,5-trimethoxy-N-[2-(5-methyl-2-propan-2-ylphenoxy)ethyl]benzamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474067,Active,1852,49673350,9684646,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-[(E)-1-pyridin-2-ylethylideneamino]-1H-benzimidazol-2-amine,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474073,Active,1852,49680840,4799115,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-(2,4-Difluorophenyl)-3-[4-(2-pyridinyl)-2-thiazolyl]urea",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474075,Active,1852,846636,649032,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-(7-butyl-1,3-dimethyl-2,6-dioxopurin-8-yl)sulfanyl-N-(5-ethyl-1,3,4-thiadiazol-2-yl)acetamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474076,Active,1852,848239,650677,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3-(4-Chloro-phenyl)-5,6,7,8-tetrahydro-4H-pyrazolo[5,1-b]quinazolin-9-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474077,Active,1852,856076,657457,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"(6E)-6-[4-(2,3-dihydro-1,4-benzodioxin-6-yl)-1,2-dihydropyrazol-3-ylidene]-3-methoxycyclohexa-2,4-dien-1-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474078,Active,1852,861945,663168,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"6-tert-butyl-3-(3-methoxyphenyl)-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474080,Active,1852,3713089,135415440,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"6-methyl-2-{3-methyl-5-[(4-methylphenyl)amino]-1H-pyrazol-1-yl}-1,4-dihydropyrimidin-4-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474082,Active,1852,4242609,3237441,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3-(3,4-dimethoxyphenyl)-1-[(pentafluorophenyl)sulfonyl]-1H-pyrazol-5-amine",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474085,Active,1852,4252099,3245694,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-{[butyl(methyl)amino]sulfonyl}-N-(5-thien-2-yl-1,3,4-oxadiazol-2-yl)benzamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474092,Active,1852,14727757,1201904,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3-Amino-4-phenyl-5,6-propanothieno[2,3-b]pyridine-2-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474093,Active,1852,14729131,9549988,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-[1-(4-chlorobenzyl)-3,5-dimethyl-1H-pyrazol-4-yl]-4,5-dihydronaphtho[2,1-d]isoxazole-3-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474095,Active,1852,14734928,5717105,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1,1'-Diethyl-2,2'-cyanine chloride",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474099,Active,1852,14746392,1616511,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"7-(4-fluorophenyl)-1-(2-furylmethyl)-5,5-bis(trifluoromethyl)-5,8-dihydropyrimido[4,5-d]pyrimidine-2,4(1H,3H)-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474100,Active,1852,16952991,6763,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"9,10-Phenanthrenequinone",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474101,Active,1852,16953557,5690151,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,4-chloro-N-[(E)-(2-oxoacenaphthylen-1-ylidene)amino]benzamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474102,Active,1852,17387214,4626256,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-chloro-N-[2,2,2-trifluoro-1-(2-{4-nitrophenyl}hydrazino)-1-(trifluoromethyl)ethyl]benzamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474108,Active,1852,17412817,2864614,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"6,7-dimethoxy-3-[(4-phenyl-1,3-thiazol-2-yl)amino]-2-benzofuran-1(3H)-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474111,Active,1852,17432088,2959784,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"ethyl 5-isopropyl-2-({[(2-phenylethyl)amino]carbonothioyl}amino)-4,7-dihydro-5H-thieno[2,3-c]pyran-3-carboxylate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474112,Active,1852,17506692,1028213,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-(4-Bromo-2-fluorophenyl)-3-(3,4-dichlorophenyl)urea",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474114,Active,1852,17509718,4381127,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,2-(3-chloro-N-(2-chloro-1-oxoethyl)anilino)-N-cyclohexyl-2-(3-pyridinyl)acetamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474117,Active,1852,22402409,4377722,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]naphthalene-2-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474118,Active,1852,22402641,4687711,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[3-(2,4-dimethoxyphenyl)-1-({1-ethyl-4-nitro-1H-pyrazol-3-yl}carbonyl)-4,5-dihydro-1H-pyrazol-5-yl]phenol",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474120,Active,1852,22407439,5674353,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3,4,5-trimethoxy-N-[(E)-[phenyl(pyridin-2-yl)methylidene]amino]benzamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474122,Active,1852,22411399,135401312,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,[(Z)-3-(1H-benzimidazol-2-yl)-3-cyano-2-hydroxyprop-2-enyl] 2-(2-methoxyphenoxy)acetate,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474123,Active,1852,22412503,850484,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4,5-Dichloro-2-[6-(2-methylphenoxy)pyrimidin-4-yl]pyridazin-3-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474126,Active,1852,24781577,16187598,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-(4-{[2-(2,5-Difluorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}piperazin-1-yl)quinazoline",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474127,Active,1852,24781728,1788522,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,(4Z)-3-(4-nitrophenyl)-4-[(3-nitrophenyl)hydrazinylidene]-5-oxopyrazole-1-carbothioamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474128,Active,1852,24782097,16187754,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,CID 16187754,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474130,Active,1852,24783151,54692216,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"(5Z)-5-[(2E)-3-(4-ethoxy-3-methoxyphenyl)-1-hydroxyprop-2-enylidene]-2,3-dimethyl-2,3,5,6-tetrahydro-4H-2,6-methano-1,3-benzoxazocin-4-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474133,Active,1852,24791389,135433206,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"(Z)-2-(1,3-benzothiazol-2-yl)-4-(4-chlorophenoxy)-3-hydroxybut-2-enenitrile",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474135,Active,1852,24791557,1922475,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"(3Z)-1-[(4-methylphenyl)sulfonyl]-3-(4-oxo-2-sulfanyl-1,3-thiazol-5(4H)-ylidene)-1,3-dihydro-2H-indol-2-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474136,Active,1852,24791689,135433239,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-(3,4-difluorophenyl)-2-[[4-oxo-7-thiophen-2-yl-5-(trifluoromethyl)-1H-pyrido[2,3-d]pyrimidin-2-yl]sulfanyl]acetamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474137,Active,1852,24796250,1370213,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"6-chloro-2-(4-methoxybenzyl)-5-methyl-3-phenylpyrazolo[1,5-a]pyrimidin-7(4H)-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474138,Active,1852,24797588,135431544,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-amino-3-(1,3-benzodioxol-5-yldiazenyl)-5-phenylpyrazolo[1,5-a]pyrimidin-7(4H)-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474143,Active,1852,24816307,7161979,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-(4-(3,4-dichlorophenyl)piperazin-1-yl)-1-methyl-1H-pyrazolo[3,4-d]pyrimidine",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474144,Active,1852,24823341,135439732,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3-Bromo-2-hydroxy-5-nitrobenzaldehyde 1,3-benzothiazol-2-ylhydrazone",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474146,Active,1852,24832917,16196375,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-{3-[4-(Diphenylmethyl)piperazin-1-yl]-5,5-dimethylcyclohex-2-en-1-ylidene}-1lambda5-piperidin-1-ylium iodide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474147,Active,1852,24832953,16196382,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-{3-[Benzyl(methyl)amino]-5,5-dimethylcyclohex-2-en-1-ylidene}-1lambda5-piperidin-1-ylium iodide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474149,Active,1852,26658722,1901217,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3-(4-Methoxyphenyl)-2,4-dimethylidene-1,5-diphenylpentane-1,5-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474154,Active,1852,26670305,6901949,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-[(E)-(5-nitrofuran-2-yl)methylideneamino]-2-(thiophen-2-ylsulfonylamino)benzamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474155,Active,1852,26726309,6867648,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-[(5-nitro-2-furanyl)methylideneamino]-2-benzofurancarboxamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474156,Active,1852,26730989,2736155,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2,6-Bis(trifluoromethyl)-4-hydroxyquinoline",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474157,Active,1852,26731738,2810122,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3-(4-methoxyphenyl)-5-phenyl-2-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-7(4H)-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474159,Active,1852,47203190,1150669,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,Acetic acid 3-acetyl-1-(4-ethoxy-phenyl)-2-methyl-1H-indol-5-yl ester,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474160,Active,1852,47203827,135514411,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N'-(5-bromo-3-ethoxy-2-hydroxybenzylidene)nicotinohydrazide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474163,Active,1852,4247903,3242053,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,3-[(1-phenyl-1H-tetrazol-5-yl)sulfonyl]propanenitrile,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474166,Active,1852,7968942,5309682,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,Ethyl 5-[5-amino-3-(4-methoxyphenyl)pyrazol-1-yl]sulfonyl-3-methyl-1-benzofuran-2-carboxylate,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474167,Active,1852,7971939,3404474,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-benzyl-N-[5-(2,3-dihydro-1,4-benzodioxin-6-yl)-1,3,4-oxadiazol-2-yl]benzamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474168,Active,1852,7975274,1625575,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,ethyl (E)-3-(4-acetamidophenyl)sulfonylprop-2-enoate,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474169,Active,1852,14720985,727658,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,1-(4-tert-Butyl-benzoyl)-azepan-2-one,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474170,Active,1852,14728984,1475337,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2,3-dichloro-N-(6-methoxy-3-pyridinyl)-3-[(4-methylbenzyl)sulfonyl]acrylamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474171,Active,1852,14729820,1474490,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"[4,5-dibromo-6-oxo-1(6H)-pyridazinyl]methyl 2,6-difluorobenzenecarboxylate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63474174,Active,1852,14737154,9550941,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,methyl 2-[[(4E)-1-oxo-4-thiophen-2-ylsulfonyliminonaphthalen-2-yl]amino]benzoate,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
